timestamp,open,high,low,close,volume,oi,underlying,expiry,strike,option_type,itm_rank
2026-07-21 04:40:00+00:00,522.25,522.25,522.25,522.25,130.0,,NIFTY,2026-08-18,23950.0,CE,2
2026-07-21 05:05:00+00:00,505.0,505.0,505.0,505.0,130.0,1.0,NIFTY,2026-08-18,23950.0,CE,2
2026-07-22 05:25:00+00:00,400.5,400.5,400.5,400.5,65.0,,NIFTY,2026-08-18,23950.0,CE,2
2026-07-22 06:45:00+00:00,386.75,386.75,386.75,386.75,65.0,1.0,NIFTY,2026-08-18,23950.0,CE,2
2026-07-22 06:55:00+00:00,378.0,378.0,378.0,378.0,65.0,1.0,NIFTY,2026-08-18,23950.0,CE,2
2026-07-22 07:15:00+00:00,388.3,388.3,388.3,388.3,325.0,,NIFTY,2026-08-18,23950.0,CE,2
2026-07-22 07:20:00+00:00,389.75,392.6,389.75,392.6,455.0,7.0,NIFTY,2026-08-18,23950.0,CE,2
2026-07-22 07:30:00+00:00,390.95,390.95,381.9,381.9,260.0,16.0,NIFTY,2026-08-18,23950.0,CE,2
2026-07-22 07:50:00+00:00,376.0,376.0,376.0,376.0,65.0,10.0,NIFTY,2026-08-18,23950.0,CE,2
2026-07-22 08:00:00+00:00,390.0,390.0,390.0,390.0,650.0,11.0,NIFTY,2026-08-18,23950.0,CE,2
2026-07-22 09:00:00+00:00,377.0,377.0,377.0,377.0,65.0,15.0,NIFTY,2026-08-18,23950.0,CE,2
2026-07-22 09:15:00+00:00,377.25,377.25,377.25,377.25,65.0,,NIFTY,2026-08-18,23950.0,CE,2
2026-07-22 09:30:00+00:00,386.65,386.65,386.65,386.65,65.0,,NIFTY,2026-08-18,23950.0,CE,2
2026-07-22 09:35:00+00:00,386.65,386.65,386.65,386.65,195.0,16.0,NIFTY,2026-08-18,23950.0,CE,2
2026-07-22 09:45:00+00:00,390.4,390.4,390.4,390.4,65.0,18.0,NIFTY,2026-08-18,23950.0,CE,2
2026-07-22 09:50:00+00:00,387.55,387.55,387.55,387.55,195.0,17.0,NIFTY,2026-08-18,23950.0,CE,2
2026-07-23 03:45:00+00:00,345.0,345.0,345.0,345.0,65.0,,NIFTY,2026-08-18,23950.0,CE,2
2026-07-23 03:55:00+00:00,354.15,354.15,350.0,350.0,195.0,35.0,NIFTY,2026-08-18,23950.0,CE,2
2026-07-23 04:05:00+00:00,345.0,345.0,345.0,345.0,1040.0,,NIFTY,2026-08-18,23950.0,CE,2
2026-07-23 04:15:00+00:00,345.0,345.0,345.0,345.0,65.0,24.0,NIFTY,2026-08-18,23950.0,CE,2
2026-07-23 04:25:00+00:00,353.6,353.6,353.6,353.6,65.0,25.0,NIFTY,2026-08-18,23950.0,CE,2
2026-07-23 04:30:00+00:00,353.6,353.6,353.6,353.6,65.0,26.0,NIFTY,2026-08-18,23950.0,CE,2
2026-07-23 04:35:00+00:00,368.85,371.95,361.0,371.95,845.0,80.0,NIFTY,2026-08-18,23950.0,CE,2
2026-07-23 04:40:00+00:00,364.75,364.75,364.0,364.0,130.0,31.0,NIFTY,2026-08-18,23950.0,CE,2
2026-07-23 04:50:00+00:00,362.75,362.75,362.75,362.75,65.0,,NIFTY,2026-08-18,23950.0,CE,2
2026-07-23 05:05:00+00:00,369.9,369.9,369.9,369.9,65.0,31.0,NIFTY,2026-08-18,23950.0,CE,2
2026-07-23 05:15:00+00:00,371.0,371.0,371.0,371.0,65.0,31.0,NIFTY,2026-08-18,23950.0,CE,2
2026-07-23 05:20:00+00:00,374.15,374.15,374.15,374.15,325.0,30.0,NIFTY,2026-08-18,23950.0,CE,2
2026-07-23 05:45:00+00:00,352.15,352.15,352.15,352.15,325.0,33.0,NIFTY,2026-08-18,23950.0,CE,2
2026-07-23 05:50:00+00:00,354.6,354.6,353.0,353.0,130.0,60.0,NIFTY,2026-08-18,23950.0,CE,2
2026-07-23 06:10:00+00:00,351.95,351.95,351.95,351.95,65.0,,NIFTY,2026-08-18,23950.0,CE,2
2026-07-23 06:15:00+00:00,347.0,347.0,345.95,345.95,130.0,30.0,NIFTY,2026-08-18,23950.0,CE,2
