timestamp,open,high,low,close,volume,oi,underlying,expiry,strike,option_type,itm_rank
2026-07-20 09:35:00+00:00,576.0,576.0,576.0,576.0,65.0,,NIFTY,2026-08-11,24750.0,PE,3
2026-07-29 06:35:00+00:00,521.0,521.0,519.3,519.3,130.0,,NIFTY,2026-08-11,24750.0,PE,3
2026-07-29 06:40:00+00:00,523.45,523.45,523.45,523.45,455.0,1.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-29 07:00:00+00:00,541.75,541.75,541.75,541.75,65.0,5.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-29 07:30:00+00:00,528.25,528.25,528.25,528.25,65.0,6.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-29 08:40:00+00:00,507.0,507.0,507.0,507.0,65.0,,NIFTY,2026-08-11,24750.0,PE,3
2026-07-29 09:10:00+00:00,518.3,518.3,518.3,518.3,195.0,7.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-30 03:45:00+00:00,521.85,554.7,521.85,554.7,2795.0,,NIFTY,2026-08-11,24750.0,PE,3
2026-07-30 03:50:00+00:00,521.0,521.0,507.05,507.05,130.0,50.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-30 04:20:00+00:00,506.2,506.2,506.2,506.2,65.0,,NIFTY,2026-08-11,24750.0,PE,3
2026-07-30 04:25:00+00:00,520.0,520.0,520.0,520.0,65.0,,NIFTY,2026-08-11,24750.0,PE,3
2026-07-30 06:05:00+00:00,507.0,507.0,507.0,507.0,195.0,,NIFTY,2026-08-11,24750.0,PE,3
2026-07-30 06:15:00+00:00,514.15,514.15,514.15,514.15,65.0,,NIFTY,2026-08-11,24750.0,PE,3
2026-07-30 07:00:00+00:00,499.35,499.35,469.55,469.55,130.0,,NIFTY,2026-08-11,24750.0,PE,3
2026-07-30 07:05:00+00:00,470.6,470.6,470.6,470.6,65.0,11.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-30 07:10:00+00:00,465.6,465.6,457.7,460.0,455.0,,NIFTY,2026-08-11,24750.0,PE,3
2026-07-30 07:15:00+00:00,459.55,471.75,459.55,471.75,130.0,13.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-30 07:30:00+00:00,478.55,478.55,478.55,478.55,65.0,,NIFTY,2026-08-11,24750.0,PE,3
2026-07-30 07:40:00+00:00,493.45,493.45,493.45,493.45,65.0,,NIFTY,2026-08-11,24750.0,PE,3
2026-07-30 07:55:00+00:00,491.2,491.2,491.2,491.2,65.0,12.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-30 08:50:00+00:00,521.45,521.45,521.45,521.45,195.0,,NIFTY,2026-08-11,24750.0,PE,3
2026-07-30 09:05:00+00:00,499.75,499.75,499.75,499.75,65.0,11.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-30 09:10:00+00:00,500.0,500.0,500.0,500.0,65.0,,NIFTY,2026-08-11,24750.0,PE,3
2026-07-30 09:15:00+00:00,495.4,495.4,495.4,495.4,455.0,,NIFTY,2026-08-11,24750.0,PE,3
2026-07-30 09:20:00+00:00,485.4,485.4,485.4,485.4,65.0,14.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-30 09:25:00+00:00,484.15,484.15,484.15,484.15,65.0,14.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-30 09:40:00+00:00,473.85,483.7,473.85,483.7,195.0,13.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-30 09:50:00+00:00,477.0,477.0,475.8,475.8,130.0,14.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 03:45:00+00:00,410.5,410.8,400.6,410.8,1300.0,48.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 03:50:00+00:00,413.45,413.45,413.45,413.45,65.0,,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 03:55:00+00:00,412.5,412.5,412.5,412.5,65.0,24.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 04:00:00+00:00,428.0,428.0,428.0,428.0,975.0,24.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 04:05:00+00:00,441.1,441.1,441.1,441.1,65.0,25.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 04:10:00+00:00,443.25,443.25,443.25,443.25,65.0,26.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 04:15:00+00:00,420.65,420.65,420.65,420.65,65.0,26.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 04:20:00+00:00,429.75,429.75,429.75,429.75,65.0,27.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 04:30:00+00:00,412.8,412.8,412.8,412.8,325.0,,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 04:35:00+00:00,423.1,423.1,423.1,423.1,65.0,30.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 04:40:00+00:00,424.9,424.9,424.9,424.9,650.0,,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 04:50:00+00:00,419.6,419.6,419.6,419.6,650.0,32.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 05:00:00+00:00,417.25,417.25,415.95,415.95,130.0,77.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 05:05:00+00:00,415.0,415.0,414.4,414.4,1625.0,37.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 05:10:00+00:00,414.85,420.0,414.85,420.0,390.0,98.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 05:25:00+00:00,411.95,411.95,411.95,411.95,2600.0,46.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 05:35:00+00:00,425.0,425.0,425.0,425.0,5200.0,72.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 06:00:00+00:00,410.55,410.7,408.0,408.0,195.0,94.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 06:05:00+00:00,406.6,406.6,404.95,404.95,130.0,92.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 06:10:00+00:00,411.4,411.4,404.45,404.45,130.0,46.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 06:15:00+00:00,403.5,409.75,403.5,409.75,780.0,,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 06:35:00+00:00,404.3,404.3,404.3,404.3,65.0,49.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 06:40:00+00:00,400.95,400.95,398.35,398.35,195.0,,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 06:55:00+00:00,388.9,388.9,385.6,386.9,1885.0,102.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 07:05:00+00:00,389.5,389.5,386.45,386.45,585.0,116.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 07:10:00+00:00,383.5,384.95,380.5,380.5,845.0,60.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 07:15:00+00:00,382.0,382.0,372.0,372.0,520.0,186.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 07:20:00+00:00,379.05,379.05,379.05,379.05,65.0,,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 07:30:00+00:00,375.5,375.5,375.5,375.5,65.0,,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 07:35:00+00:00,371.9,371.9,368.0,368.0,1105.0,,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 07:45:00+00:00,370.8,370.8,370.8,370.8,65.0,68.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 07:55:00+00:00,367.15,372.1,367.15,372.1,390.0,141.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 08:00:00+00:00,375.0,378.0,375.0,378.0,130.0,146.0,NIFTY,2026-08-11,24750.0,PE,3
2026-07-31 08:05:00+00:00,378.0,378.0,378.0,378.0,715.0,74.0,NIFTY,2026-08-11,24750.0,PE,3
