date,timestamp,strategy,entry,opening_high,opening_low,swing_high,target,candle_type,symbol,expiry,strike,option_type,itm_rank,breakout_timestamp,confirmation_timestamp,exit_time,exit_price,outcome,mfe,mae,points_gained_lost,time_to_exit_minutes,entry_hour,entry_minute,before_10,entry_before_10,entry_after_10,weekday,volatility_10,premium_change,lower_wick,upper_wick,range,rejection_characteristic,breakout_characteristic,false_breakout,time_to_target_minutes
2026-08-10,2026-08-10 04:30:00+00:00,EKALAYAVA,1091.5,1112.0,1112.0,1092.65,1112.0,upper_rejection,NSE-NIFTY-18Aug26-23500-CE,2026-08-18,23500.0,CE,3,2026-08-10 04:30:00+00:00,2026-08-10 04:30:00+00:00,2026-08-10 04:45:00+00:00,1112.0,TARGET,76.5,-6.0499999999999545,20.5,15.0,10,0,False,False,True,0,0.012287737586532878,6.5,0.0,6.25,6.4500000000000455,upper_rejection,False,False,15.0
2026-08-11,2026-08-11 06:55:00+00:00,EKALAYAVA,990.15,1102.1,1044.2,993.45,1102.1,normal,NSE-NIFTY-18Aug26-23500-CE,2026-08-18,23500.0,CE,3,2026-08-11 06:55:00+00:00,2026-08-11 06:55:00+00:00,,,OPEN,33.85000000000002,1.5500000000000682,,,12,25,False,False,True,1,0.006283668598913466,-0.8500000000000227,0.0,4.4500000000000455,8.100000000000023,normal,False,False,
2026-08-12,2026-08-12 04:55:00+00:00,EKALAYAVA,919.3,1037.2,955.0,922.2,1037.2,strong_red,NSE-NIFTY-18Aug26-23500-CE,2026-08-18,23500.0,CE,3,2026-08-12 04:55:00+00:00,2026-08-12 04:55:00+00:00,,,OPEN,45.25,-83.29999999999995,,,10,25,False,False,True,2,0.013403613561286437,-2.300000000000068,2.8999999999999773,0.0,11.5,strong_red,False,False,
2026-08-13,2026-08-13 04:20:00+00:00,EKALAYAVA,899.0,910.7,885.0,895.05,910.7,lower_rejection,NSE-NIFTY-18Aug26-23500-CE,2026-08-18,23500.0,CE,3,2026-08-13 04:20:00+00:00,2026-08-13 04:20:00+00:00,2026-08-13 06:25:00+00:00,910.7,TARGET,75.79999999999995,-40.75,11.700000000000045,125.0,9,50,True,True,False,3,0.022459385290012568,3.9500000000000455,5.899999999999977,2.0,11.0,lower_rejection,False,False,125.0
2026-08-14,2026-08-14 06:15:00+00:00,EKALAYAVA,859.0,866.05,858.2,860.0,866.05,normal,NSE-NIFTY-18Aug26-23500-CE,2026-08-18,23500.0,CE,3,2026-08-14 06:15:00+00:00,2026-08-14 06:15:00+00:00,2026-08-14 06:40:00+00:00,866.05,TARGET,90.79999999999995,-6.0,7.0499999999999545,25.0,11,45,False,False,True,4,0.012424642410321308,-1.0,0.0,4.0,10.0,normal,True,False,25.0
2026-08-17,2026-08-17 05:55:00+00:00,EKALAYAVA,769.85,824.55,809.0,770.55,824.55,strong_red,NSE-NIFTY-18Aug26-23500-CE,2026-08-18,23500.0,CE,3,2026-08-17 05:55:00+00:00,2026-08-17 05:55:00+00:00,2026-08-17 07:00:00+00:00,824.55,TARGET,129.69999999999993,0.0,54.69999999999993,65.0,11,25,False,False,True,0,0.009056604343736716,10.25,0.3000000000000682,0.40000000000009095,2.650000000000091,strong_red,False,False,65.0
2026-08-18,2026-08-18 05:00:00+00:00,EKALAYAVA,738.55,749.6,733.75,728.3,749.6,strong_green,NSE-NIFTY-18Aug26-23500-CE,2026-08-18,23500.0,CE,3,2026-08-18 05:00:00+00:00,2026-08-18 05:00:00+00:00,,,OPEN,10.900000000000091,-101.19999999999993,,,10,30,False,False,True,1,0.008891341403029392,10.25,0.0,0.0,1.1999999999999318,strong_green,False,False,
2026-07-23,2026-07-23 09:30:00+00:00,EKALAYAVA,308.4,345.0,345.0,308.55,345.0,lower_rejection,NSE-NIFTY-18Aug26-23950-CE,2026-08-18,23950.0,CE,2,2026-07-23 09:30:00+00:00,2026-07-23 09:30:00+00:00,2026-07-27 03:45:00+00:00,345.0,OPEN,11.600000000000023,-0.6999999999999886,36.60000000000002,5415.0,15,0,False,False,True,3,0.026206877773173196,-0.1500000000000341,3.25,0.35000000000002274,4.2000000000000455,lower_rejection,False,False,
2026-07-27,2026-07-27 05:50:00+00:00,EKALAYAVA,332.15,345.65,320.45,325.7,345.65,unknown,NSE-NIFTY-18Aug26-23950-CE,2026-08-18,23950.0,CE,2,2026-07-27 05:50:00+00:00,2026-07-27 05:50:00+00:00,2026-07-27 08:40:00+00:00,345.65,TARGET,36.10000000000002,-17.049999999999955,13.5,170.0,11,20,False,False,True,0,0.01934418018272393,6.449999999999989,0.0,0.0,0.0,unknown,False,False,170.0
2026-07-28,2026-07-28 05:20:00+00:00,EKALAYAVA,351.45,355.0,353.15,341.25,355.0,unknown,NSE-NIFTY-18Aug26-23950-CE,2026-08-18,23950.0,CE,2,2026-07-28 05:20:00+00:00,2026-07-28 05:20:00+00:00,2026-07-28 05:45:00+00:00,355.0,TARGET,9.400000000000034,-26.0,3.5500000000000114,25.0,10,50,False,False,True,1,0.02999017778378963,10.199999999999989,0.0,0.0,0.0,unknown,False,False,25.0
2026-07-29,2026-07-29 03:50:00+00:00,EKALAYAVA,426.65,439.0,398.2,439.0,439.0,strong_red,NSE-NIFTY-18Aug26-23950-CE,2026-08-18,23950.0,CE,2,2026-07-29 03:50:00+00:00,2026-07-29 03:50:00+00:00,2026-07-29 04:00:00+00:00,439.0,TARGET,52.35000000000002,0.9500000000000455,12.350000000000023,10.0,9,20,True,True,False,2,0.07933003926450756,-8.0,0.0,0.0,14.950000000000045,strong_red,True,False,10.0
2026-08-12,2026-08-12 04:50:00+00:00,EKALAYAVA,481.2,560.1,521.8,488.45,560.1,normal,NSE-NIFTY-18Aug26-23950-CE,2026-08-18,23950.0,CE,2,2026-08-12 04:50:00+00:00,2026-08-12 04:50:00+00:00,,,OPEN,44.80000000000001,-71.14999999999998,,,10,20,False,False,True,2,0.023250573456608723,-2.1999999999999886,0.0,4.199999999999989,8.0,normal,False,False,
2026-08-13,2026-08-13 04:15:00+00:00,EKALAYAVA,459.25,474.65,445.5,453.85,474.65,strong_green,NSE-NIFTY-18Aug26-23950-CE,2026-08-18,23950.0,CE,2,2026-08-13 04:15:00+00:00,2026-08-13 04:15:00+00:00,2026-08-13 06:25:00+00:00,474.65,TARGET,74.10000000000002,-37.94999999999999,15.399999999999977,130.0,9,45,True,True,False,3,0.0383180096193384,11.350000000000023,0.5500000000000114,1.8500000000000227,13.100000000000023,strong_green,False,False,130.0
2026-08-14,2026-08-14 04:40:00+00:00,EKALAYAVA,434.1,438.8,413.5,442.3,438.8,normal,NSE-NIFTY-18Aug26-23950-CE,2026-08-18,23950.0,CE,2,2026-08-14 04:40:00+00:00,2026-08-14 04:40:00+00:00,2026-08-14 08:10:00+00:00,438.8,TARGET,68.04999999999995,-37.55000000000001,4.699999999999989,210.0,10,10,False,False,True,4,0.027769190808460974,-7.199999999999989,3.5,3.6499999999999773,14.399999999999977,normal,True,False,210.0
2026-08-17,2026-08-17 05:55:00+00:00,EKALAYAVA,326.1,405.6,358.85,323.0,405.6,strong_green,NSE-NIFTY-18Aug26-23950-CE,2026-08-18,23950.0,CE,2,2026-08-17 05:55:00+00:00,2026-08-17 05:55:00+00:00,2026-08-17 07:15:00+00:00,405.6,TARGET,126.14999999999998,-5.850000000000023,79.5,80.0,11,25,False,False,True,0,0.016706588526953933,10.5,0.0,1.599999999999966,12.0,strong_green,False,False,80.0
2026-08-18,2026-08-18 05:00:00+00:00,EKALAYAVA,287.4,304.55,281.25,288.75,304.55,lower_rejection,NSE-NIFTY-18Aug26-23950-CE,2026-08-18,23950.0,CE,2,2026-08-18 05:00:00+00:00,2026-08-18 05:00:00+00:00,,,OPEN,11.550000000000011,-105.44999999999999,,,10,30,False,False,True,1,0.019473787604224618,2.3999999999999773,4.850000000000023,2.5,8.699999999999989,lower_rejection,False,False,
2026-07-29,2026-07-29 04:25:00+00:00,EKALAYAVA,251.05,252.05,246.0,250.1,252.05,normal,NSE-NIFTY-18Aug26-24250-PE,2026-08-18,24250.0,PE,2,2026-07-29 04:25:00+00:00,2026-07-29 04:25:00+00:00,2026-07-29 04:30:00+00:00,252.05,TARGET,3.3499999999999943,-30.0,1.0,5.0,9,55,True,True,False,2,0.09514632464151487,1.0500000000000114,1.9000000000000057,1.5999999999999943,4.5,normal,True,False,5.0
2026-07-30,2026-07-30 04:10:00+00:00,EKALAYAVA,230.15,255.35,228.35,232.0,255.35,upper_rejection,NSE-NIFTY-18Aug26-24250-PE,2026-08-18,24250.0,PE,2,2026-07-30 04:10:00+00:00,2026-07-30 04:10:00+00:00,,,OPEN,15.699999999999989,-37.5,,,9,40,True,True,False,3,0.018699396257734247,-1.8499999999999943,0.0,4.650000000000006,8.400000000000006,upper_rejection,False,False,
2026-07-31,2026-07-31 04:45:00+00:00,EKALAYAVA,172.8,173.55,168.05,174.0,173.55,normal,NSE-NIFTY-18Aug26-24250-PE,2026-08-18,24250.0,PE,2,2026-07-31 04:45:00+00:00,2026-07-31 04:45:00+00:00,2026-07-31 05:05:00+00:00,173.55,TARGET,2.5,-27.80000000000001,0.75,20.0,10,15,False,False,True,4,0.040884376592670225,3.8000000000000114,0.0,1.1500000000000057,2.3499999999999943,normal,True,False,20.0
2026-08-03,2026-08-03 05:05:00+00:00,EKALAYAVA,81.0,95.0,90.05,81.25,95.0,upper_rejection,NSE-NIFTY-18Aug26-24250-PE,2026-08-18,24250.0,PE,2,2026-08-03 05:05:00+00:00,2026-08-03 05:05:00+00:00,,,OPEN,4.400000000000006,-7.950000000000003,,,10,35,False,False,True,0,0.01698399172906323,-0.25,0.0,0.6500000000000057,1.1500000000000057,upper_rejection,False,False,
2026-08-04,2026-08-04 04:05:00+00:00,EKALAYAVA,73.55,78.15,73.4,76.4,78.15,strong_red,NSE-NIFTY-18Aug26-24250-PE,2026-08-18,24250.0,PE,2,2026-08-04 04:05:00+00:00,2026-08-04 04:05:00+00:00,2026-08-04 05:25:00+00:00,78.15,TARGET,52.7,-7.25,4.6000000000000085,80.0,9,35,True,True,False,1,0.039383461327146235,-2.8500000000000085,0.0,0.0,4.299999999999997,strong_red,False,False,80.0
2026-08-05,2026-08-05 05:45:00+00:00,EKALAYAVA,61.0,61.75,50.9,60.9,61.75,strong_green,NSE-NIFTY-18Aug26-24250-PE,2026-08-18,24250.0,PE,2,2026-08-05 05:45:00+00:00,2026-08-05 05:45:00+00:00,2026-08-05 05:50:00+00:00,61.75,TARGET,46.400000000000006,-1.1499999999999986,0.75,5.0,11,15,False,False,True,2,0.05161431402779084,1.3999999999999986,0.0,0.0,1.9500000000000028,strong_green,False,False,5.0
2026-08-06,2026-08-06 09:05:00+00:00,EKALAYAVA,55.3,60.4,53.65,55.45,60.4,strong_green,NSE-NIFTY-18Aug26-24250-PE,2026-08-18,24250.0,PE,2,2026-08-06 09:05:00+00:00,2026-08-06 09:05:00+00:00,2026-08-07 03:45:00+00:00,60.4,OPEN,0.7000000000000028,-5.649999999999999,5.100000000000001,1120.0,14,35,False,False,True,3,0.030691609904268002,0.8499999999999943,0.0,0.20000000000000284,0.8500000000000014,strong_green,False,False,
2026-08-10,2026-08-10 04:05:00+00:00,EKALAYAVA,64.5,66.7,53.85,64.35,66.7,indecision,NSE-NIFTY-18Aug26-24250-PE,2026-08-18,24250.0,PE,2,2026-08-10 04:05:00+00:00,2026-08-10 04:05:00+00:00,2026-08-10 04:10:00+00:00,66.7,TARGET,3.5999999999999943,-24.15,2.200000000000003,5.0,9,35,True,True,False,0,0.04163364402898466,0.15000000000000568,1.8999999999999986,2.5,4.649999999999999,indecision,True,False,5.0
2026-08-12,2026-08-12 04:20:00+00:00,EKALAYAVA,57.0,63.3,42.55,58.6,63.3,normal,NSE-NIFTY-18Aug26-24250-PE,2026-08-18,24250.0,PE,2,2026-08-12 04:20:00+00:00,2026-08-12 04:20:00+00:00,2026-08-12 04:25:00+00:00,63.3,TARGET,43.400000000000006,-8.0,6.299999999999997,5.0,9,50,True,True,False,2,0.08078942149958655,-1.1499999999999986,2.25,2.3999999999999986,6.299999999999997,normal,False,False,5.0
2026-08-13,2026-08-13 03:55:00+00:00,EKALAYAVA,61.6,66.85,50.8,66.85,66.85,upper_rejection,NSE-NIFTY-18Aug26-24250-PE,2026-08-18,24250.0,PE,2,2026-08-13 03:55:00+00:00,2026-08-13 03:55:00+00:00,2026-08-13 04:00:00+00:00,66.85,TARGET,8.199999999999996,-31.5,5.249999999999993,5.0,9,25,True,True,False,3,0.07775372018506287,2.200000000000003,0.3999999999999986,6.350000000000001,8.850000000000001,upper_rejection,True,False,5.0
2026-08-14,2026-08-14 03:50:00+00:00,EKALAYAVA,49.25,51.4,38.9,51.4,51.4,lower_rejection,NSE-NIFTY-18Aug26-24250-PE,2026-08-18,24250.0,PE,2,2026-08-14 03:50:00+00:00,2026-08-14 03:50:00+00:00,2026-08-14 03:55:00+00:00,51.4,TARGET,8.399999999999999,-27.15,2.1499999999999986,5.0,9,20,True,True,False,4,0.1338412106324109,-0.10000000000000142,3.8500000000000014,2.3999999999999986,6.899999999999999,lower_rejection,True,False,5.0
2026-08-17,2026-08-17 04:00:00+00:00,EKALAYAVA,41.5,43.2,28.1,43.2,43.2,normal,NSE-NIFTY-18Aug26-24250-PE,2026-08-18,24250.0,PE,2,2026-08-17 04:00:00+00:00,2026-08-17 04:00:00+00:00,2026-08-17 04:45:00+00:00,43.2,TARGET,24.450000000000003,-25.2,1.7000000000000028,45.0,9,30,True,True,False,0,0.1132089837113185,4.700000000000003,0.25,2.25,7.100000000000001,normal,True,False,45.0
2026-08-18,2026-08-18 04:15:00+00:00,EKALAYAVA,46.65,56.25,43.0,51.65,56.25,upper_rejection,NSE-NIFTY-18Aug26-24250-PE,2026-08-18,24250.0,PE,2,2026-08-18 04:15:00+00:00,2026-08-18 04:15:00+00:00,2026-08-18 04:45:00+00:00,56.25,TARGET,72.25,-24.95,9.600000000000001,30.0,9,45,True,True,False,1,0.32344640286159165,-2.200000000000003,3.0,6.0,11.350000000000001,upper_rejection,False,False,30.0
2026-07-20,2026-07-20 08:45:00+00:00,EKALAYAVA,331.45,352.0,352.0,329.8,352.0,unknown,NSE-NIFTY-18Aug26-24300-PE,2026-08-18,24300.0,PE,3,2026-07-20 08:45:00+00:00,2026-07-20 08:45:00+00:00,2026-07-21 04:50:00+00:00,352.0,OPEN,3.9499999999999886,-12.449999999999989,20.55000000000001,1205.0,14,15,False,False,True,0,0.04763449843380085,3.5500000000000114,0.0,0.0,0.0,unknown,False,False,
2026-07-29,2026-07-29 04:25:00+00:00,EKALAYAVA,276.2,293.0,271.0,275.35,293.0,strong_green,NSE-NIFTY-18Aug26-24300-PE,2026-08-18,24300.0,PE,3,2026-07-29 04:25:00+00:00,2026-07-29 04:25:00+00:00,,,OPEN,0.0,-33.349999999999994,,,9,55,True,True,False,2,0.08492645740328088,0.8499999999999659,0.0,0.0,1.3999999999999773,strong_green,False,False,
2026-07-30,2026-07-30 04:10:00+00:00,EKALAYAVA,255.15,280.6,240.0,255.65,280.6,strong_red,NSE-NIFTY-18Aug26-24300-PE,2026-08-18,24300.0,PE,3,2026-07-30 04:10:00+00:00,2026-07-30 04:10:00+00:00,,,OPEN,11.599999999999994,-43.0,,,9,40,True,True,False,3,0.019924094797927203,3.0,0.5999999999999943,0.1500000000000341,2.25,strong_red,False,False,
2026-07-31,2026-07-31 04:05:00+00:00,EKALAYAVA,203.9,210.05,180.75,203.7,210.05,upper_rejection,NSE-NIFTY-18Aug26-24300-PE,2026-08-18,24300.0,PE,3,2026-07-31 04:05:00+00:00,2026-07-31 04:05:00+00:00,,,OPEN,1.049999999999983,-43.900000000000006,,,9,35,True,True,False,4,0.06106900083717099,2.1500000000000057,0.19999999999998863,4.049999999999983,6.699999999999989,upper_rejection,False,False,
2026-08-03,2026-08-03 05:05:00+00:00,EKALAYAVA,89.9,126.9,101.0,91.55,126.9,upper_rejection,NSE-NIFTY-18Aug26-24300-PE,2026-08-18,24300.0,PE,3,2026-08-03 05:05:00+00:00,2026-08-03 05:05:00+00:00,,,OPEN,7.3999999999999915,-7.6000000000000085,,,10,35,False,False,True,0,0.017716335695614985,-1.2999999999999972,0.05000000000001137,1.6000000000000085,2.8500000000000085,upper_rejection,False,False,
2026-08-04,2026-08-04 04:40:00+00:00,EKALAYAVA,76.6,87.7,82.4,77.0,87.7,upper_rejection,NSE-NIFTY-18Aug26-24300-PE,2026-08-18,24300.0,PE,3,2026-08-04 04:40:00+00:00,2026-08-04 04:40:00+00:00,2026-08-04 05:25:00+00:00,87.7,TARGET,65.15,-0.8499999999999943,11.100000000000009,45.0,10,10,False,False,True,1,0.03922126649031873,-0.4000000000000057,0.4000000000000057,1.3500000000000085,1.9000000000000057,upper_rejection,False,False,45.0
2026-08-05,2026-08-05 04:05:00+00:00,EKALAYAVA,68.05,76.4,57.8,72.4,76.4,normal,NSE-NIFTY-18Aug26-24300-PE,2026-08-18,24300.0,PE,3,2026-08-05 04:05:00+00:00,2026-08-05 04:05:00+00:00,2026-08-05 04:25:00+00:00,76.4,TARGET,53.150000000000006,-6.199999999999996,8.350000000000009,20.0,9,35,True,True,False,2,0.15867951859161322,-3.049999999999997,0.29999999999999716,1.7000000000000028,4.75,normal,False,False,20.0
2026-08-06,2026-08-06 06:05:00+00:00,EKALAYAVA,69.8,70.7,61.35,69.0,70.7,strong_green,NSE-NIFTY-18Aug26-24300-PE,2026-08-18,24300.0,PE,3,2026-08-06 06:05:00+00:00,2026-08-06 06:05:00+00:00,2026-08-06 06:10:00+00:00,70.7,TARGET,6.3500000000000085,-12.799999999999997,0.9000000000000057,5.0,11,35,False,False,True,3,0.02140991582166253,0.7999999999999972,0.10000000000000853,0.10000000000000853,1.3500000000000085,strong_green,False,False,5.0
2026-08-07,2026-08-07 03:50:00+00:00,EKALAYAVA,75.95,76.95,66.65,76.95,76.95,upper_rejection,NSE-NIFTY-18Aug26-24300-PE,2026-08-18,24300.0,PE,3,2026-08-07 03:50:00+00:00,2026-08-07 03:50:00+00:00,2026-08-07 03:55:00+00:00,76.95,TARGET,14.450000000000003,-11.5,1.0,5.0,9,20,True,True,False,4,0.09802611759850623,0.3500000000000085,0.7999999999999972,1.5999999999999943,2.549999999999997,upper_rejection,True,False,5.0
2026-08-10,2026-08-10 04:05:00+00:00,EKALAYAVA,76.0,78.2,63.95,75.7,78.2,upper_rejection,NSE-NIFTY-18Aug26-24300-PE,2026-08-18,24300.0,PE,3,2026-08-10 04:05:00+00:00,2026-08-10 04:05:00+00:00,2026-08-10 04:10:00+00:00,78.2,TARGET,4.200000000000003,-27.299999999999997,2.200000000000003,5.0,9,35,True,True,False,0,0.034166055127878146,0.4000000000000057,1.5,3.75,5.450000000000003,upper_rejection,True,False,5.0
2026-08-11,2026-08-11 08:10:00+00:00,EKALAYAVA,67.5,67.7,56.0,68.4,67.7,indecision,NSE-NIFTY-18Aug26-24300-PE,2026-08-18,24300.0,PE,3,2026-08-11 08:10:00+00:00,2026-08-11 08:10:00+00:00,2026-08-11 08:15:00+00:00,67.7,TARGET,5.650000000000006,-10.5,0.20000000000000284,5.0,13,40,False,False,True,1,0.031887238278024754,-0.4000000000000057,0.8499999999999943,0.6500000000000057,1.7999999999999972,indecision,True,False,5.0
2026-08-12,2026-08-12 04:20:00+00:00,EKALAYAVA,70.65,78.5,56.45,73.0,78.5,normal,NSE-NIFTY-18Aug26-24300-PE,2026-08-18,24300.0,PE,3,2026-08-12 04:20:00+00:00,2026-08-12 04:20:00+00:00,2026-08-12 04:25:00+00:00,78.5,TARGET,50.94999999999999,-7.950000000000003,7.849999999999994,5.0,9,50,True,True,False,2,0.08080527485290213,-1.7999999999999972,2.1000000000000085,3.0,7.200000000000003,normal,False,False,5.0
2026-08-13,2026-08-13 03:55:00+00:00,EKALAYAVA,78.55,84.35,65.5,84.35,84.35,upper_rejection,NSE-NIFTY-18Aug26-24300-PE,2026-08-18,24300.0,PE,3,2026-08-13 03:55:00+00:00,2026-08-13 03:55:00+00:00,2026-08-13 04:00:00+00:00,84.35,TARGET,9.850000000000009,-37.75,5.799999999999997,5.0,9,25,True,True,False,3,0.07177471035669229,2.799999999999997,0.4000000000000057,7.6000000000000085,10.600000000000009,upper_rejection,True,False,5.0
2026-08-14,2026-08-14 03:50:00+00:00,EKALAYAVA,66.25,69.55,55.0,69.55,69.55,indecision,NSE-NIFTY-18Aug26-24300-PE,2026-08-18,24300.0,PE,3,2026-08-14 03:50:00+00:00,2026-08-14 03:50:00+00:00,2026-08-14 03:55:00+00:00,69.55,TARGET,10.75,-34.05,3.299999999999997,5.0,9,20,True,True,False,4,0.13582831708144963,-1.5,4.25,3.0,8.400000000000006,indecision,True,False,5.0
2026-08-17,2026-08-17 04:00:00+00:00,EKALAYAVA,62.5,64.55,42.55,64.55,64.55,normal,NSE-NIFTY-18Aug26-24300-PE,2026-08-18,24300.0,PE,3,2026-08-17 04:00:00+00:00,2026-08-17 04:00:00+00:00,2026-08-17 04:40:00+00:00,64.55,TARGET,31.75,-36.4,2.049999999999997,40.0,9,30,True,True,False,0,0.15036625032276352,6.0,0.6000000000000014,3.4000000000000057,9.500000000000007,normal,True,False,40.0
2026-08-18,2026-08-18 04:15:00+00:00,EKALAYAVA,82.5,87.8,68.0,87.65,87.8,upper_rejection,NSE-NIFTY-18Aug26-24300-PE,2026-08-18,24300.0,PE,3,2026-08-18 04:15:00+00:00,2026-08-18 04:15:00+00:00,2026-08-18 04:30:00+00:00,87.8,TARGET,86.94999999999999,-25.65,5.299999999999997,15.0,9,45,True,True,False,1,0.3489943926061679,-2.299999999999997,4.5,7.1000000000000085,14.700000000000003,upper_rejection,True,False,15.0
2026-07-20,2026-07-20 05:45:00+00:00,EKALAYAVA,458.5,465.0,402.65,462.0,465.0,upper_rejection,NSE-NIFTY-21Jul26-24650-PE,2026-07-21,24650.0,PE,2,2026-07-20 05:45:00+00:00,2026-07-20 05:45:00+00:00,2026-07-20 05:50:00+00:00,465.0,TARGET,76.5,-78.5,6.5,5.0,11,15,False,False,True,0,0.018427647927608464,-1.5,1.3000000000000114,11.600000000000023,14.800000000000011,upper_rejection,True,False,5.0
2026-07-21,2026-07-21 04:40:00+00:00,EKALAYAVA,443.3,449.5,391.35,436.0,449.5,strong_green,NSE-NIFTY-21Jul26-24650-PE,2026-07-21,24650.0,PE,2,2026-07-21 04:40:00+00:00,2026-07-21 04:40:00+00:00,2026-07-21 04:45:00+00:00,449.5,TARGET,79.80000000000001,-2.0500000000000114,6.199999999999989,5.0,10,10,False,False,True,1,0.030108455436775372,18.350000000000023,0.0,2.8000000000000114,18.75,strong_green,False,False,5.0
2026-07-20,2026-07-20 05:30:00+00:00,EKALAYAVA,652.45,655.0,593.0,649.95,655.0,strong_green,NSE-NIFTY-21Jul26-24850-PE,2026-07-21,24850.0,PE,3,2026-07-20 05:30:00+00:00,2026-07-20 05:30:00+00:00,2026-07-20 05:35:00+00:00,655.0,TARGET,76.54999999999995,-70.65000000000009,2.5499999999999545,5.0,11,0,False,False,True,0,0.01736285741452975,2.5,0.0,0.599999999999909,4.149999999999977,strong_green,False,False,5.0
2026-07-20,2026-07-20 04:25:00+00:00,EKALAYAVA,402.85,488.45,433.6,393.55,488.45,strong_green,NSE-NIFTY-28Jul26-23850-CE,2026-07-28,23850.0,CE,3,2026-07-20 04:25:00+00:00,2026-07-20 04:25:00+00:00,,,OPEN,72.75,-35.900000000000034,,,9,55,True,True,False,0,,9.300000000000011,0.0,2.1499999999999773,9.800000000000011,strong_green,False,False,
2026-07-21,2026-07-21 05:30:00+00:00,EKALAYAVA,390.4,448.7,439.95,388.0,448.7,normal,NSE-NIFTY-28Jul26-23850-CE,2026-07-28,23850.0,CE,3,2026-07-21 05:30:00+00:00,2026-07-21 05:30:00+00:00,,,OPEN,-0.19999999999998863,-45.25,,,11,0,False,False,True,1,0.02519989349525487,3.8999999999999773,0.5,0.0,1.0499999999999545,normal,False,False,
2026-07-22,2026-07-22 05:20:00+00:00,EKALAYAVA,248.0,342.8,288.0,246.75,342.8,normal,NSE-NIFTY-28Jul26-23850-CE,2026-07-28,23850.0,CE,3,2026-07-22 05:20:00+00:00,2026-07-22 05:20:00+00:00,,,OPEN,20.0,-34.150000000000006,,,10,50,False,False,True,2,0.028355124631251182,4.0,2.8499999999999943,2.6500000000000057,8.900000000000006,normal,False,False,
2026-07-23,2026-07-23 04:20:00+00:00,EKALAYAVA,181.7,186.0,160.3,181.75,186.0,normal,NSE-NIFTY-28Jul26-23850-CE,2026-07-28,23850.0,CE,3,2026-07-23 04:20:00+00:00,2026-07-23 04:20:00+00:00,2026-07-23 04:25:00+00:00,186.0,TARGET,38.25,-68.1,4.300000000000011,5.0,9,50,True,True,False,3,0.08665475006782013,3.049999999999983,4.150000000000006,4.900000000000006,12.449999999999989,normal,True,False,5.0
2026-07-24,2026-07-24 04:55:00+00:00,EKALAYAVA,58.0,87.9,59.3,58.4,87.9,lower_rejection,NSE-NIFTY-28Jul26-23850-CE,2026-07-28,23850.0,CE,3,2026-07-24 04:55:00+00:00,2026-07-24 04:55:00+00:00,2026-07-24 06:55:00+00:00,87.9,TARGET,64.0,-6.75,29.900000000000006,120.0,10,25,False,False,True,4,0.03186607499295496,0.3999999999999986,1.3000000000000043,0.7000000000000028,2.3000000000000043,lower_rejection,False,False,120.0
2026-07-27,2026-07-27 04:15:00+00:00,EKALAYAVA,155.25,167.2,126.8,155.65,167.2,lower_rejection,NSE-NIFTY-28Jul26-23850-CE,2026-07-28,23850.0,CE,3,2026-07-27 04:15:00+00:00,2026-07-27 04:15:00+00:00,2026-07-27 08:30:00+00:00,167.2,TARGET,49.0,-44.75,11.949999999999989,255.0,9,45,True,True,False,0,0.1153870572005987,0.25,5.199999999999989,2.5,7.949999999999989,lower_rejection,False,False,255.0
2026-07-28,2026-07-28 04:10:00+00:00,EKALAYAVA,171.4,192.95,131.15,177.4,192.95,upper_rejection,NSE-NIFTY-28Jul26-23850-CE,2026-07-28,23850.0,CE,3,2026-07-28 04:10:00+00:00,2026-07-28 04:10:00+00:00,,,OPEN,19.0,-76.30000000000001,,,9,40,True,True,False,1,0.06648875798859753,-2.75,2.0,6.25,10.75,upper_rejection,False,False,
2026-07-20,2026-07-20 04:25:00+00:00,EKALAYAVA,363.8,449.85,390.7,357.0,449.85,normal,NSE-NIFTY-28Jul26-23900-CE,2026-07-28,23900.0,CE,2,2026-07-20 04:25:00+00:00,2026-07-20 04:25:00+00:00,,,OPEN,74.89999999999998,-37.80000000000001,,,9,55,True,True,False,0,,10.050000000000011,0.9000000000000341,5.199999999999989,12.300000000000011,normal,False,False,
2026-07-21,2026-07-21 05:30:00+00:00,EKALAYAVA,351.55,419.9,380.0,349.45,419.9,normal,NSE-NIFTY-28Jul26-23900-CE,2026-07-28,23900.0,CE,2,2026-07-21 05:30:00+00:00,2026-07-21 05:30:00+00:00,,,OPEN,2.0500000000000114,-44.19999999999999,,,11,0,False,False,True,1,0.022971715689934547,3.650000000000034,2.9499999999999886,0.8999999999999773,6.649999999999977,normal,False,False,
2026-07-22,2026-07-22 05:20:00+00:00,EKALAYAVA,216.3,304.7,254.45,215.0,304.7,normal,NSE-NIFTY-28Jul26-23900-CE,2026-07-28,23900.0,CE,2,2026-07-22 05:20:00+00:00,2026-07-22 05:20:00+00:00,,,OPEN,17.5,-31.5,,,10,50,False,False,True,2,0.03009203091649099,3.8500000000000227,2.1999999999999886,2.299999999999983,7.599999999999994,normal,False,False,
