timestamp,open,high,low,close,volume,oi,underlying,expiry,strike,option_type,itm_rank
2026-09-01 08:50:00+00:00,520.0,520.0,520.0,520.0,65.0,,NIFTY,2026-09-15,23550.0,CE,3
2026-09-01 08:55:00+00:00,531.95,531.95,531.95,531.95,65.0,0.0,NIFTY,2026-09-15,23550.0,CE,3
2026-09-01 10:00:00+00:00,540.5,540.5,525.3,525.3,260.0,,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 03:45:00+00:00,430.0,440.6,427.35,432.15,1365.0,17.0,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 03:50:00+00:00,438.2,438.2,422.9,422.9,585.0,46.0,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 03:55:00+00:00,440.85,440.85,440.85,440.85,65.0,18.0,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 04:00:00+00:00,446.65,446.65,446.65,446.65,65.0,18.0,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 04:05:00+00:00,446.65,446.65,441.1,441.1,390.0,38.0,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 04:10:00+00:00,436.1,441.5,436.1,441.5,455.0,22.0,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 04:25:00+00:00,445.9,445.9,445.9,445.9,260.0,22.0,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 04:45:00+00:00,442.0,450.95,442.0,450.95,130.0,25.0,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 04:50:00+00:00,451.0,451.0,451.0,451.0,65.0,,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 05:05:00+00:00,451.0,451.0,451.0,451.0,65.0,,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 05:20:00+00:00,451.0,451.0,451.0,451.0,260.0,,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 05:25:00+00:00,451.0,453.15,450.0,453.15,1040.0,87.0,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 05:35:00+00:00,435.3,435.3,435.3,435.3,65.0,,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 05:50:00+00:00,433.95,433.95,433.95,433.95,65.0,,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 05:55:00+00:00,429.9,429.9,429.9,429.9,65.0,,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 06:05:00+00:00,425.5,425.5,425.5,425.5,65.0,32.0,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 06:10:00+00:00,427.5,427.5,427.5,427.5,195.0,66.0,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 06:15:00+00:00,427.5,427.5,427.5,427.5,130.0,,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 06:25:00+00:00,429.85,429.85,426.5,426.5,130.0,,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 06:50:00+00:00,433.15,433.15,432.0,432.0,130.0,34.0,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 07:00:00+00:00,461.35,461.7,461.35,461.7,455.0,35.0,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 07:10:00+00:00,468.5,468.5,468.5,468.5,65.0,33.0,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 07:15:00+00:00,452.1,452.1,452.1,452.1,65.0,,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 07:20:00+00:00,460.55,464.7,460.55,464.7,260.0,33.0,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 07:40:00+00:00,472.0,472.0,472.0,472.0,130.0,33.0,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 07:45:00+00:00,468.45,468.45,468.45,468.45,65.0,32.0,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 08:25:00+00:00,468.45,468.45,468.45,468.45,65.0,33.0,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 08:45:00+00:00,475.0,475.0,475.0,475.0,130.0,32.0,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 09:10:00+00:00,473.15,473.15,473.15,473.15,65.0,,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 09:40:00+00:00,457.0,463.65,457.0,463.65,585.0,106.0,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 09:45:00+00:00,461.3,461.3,457.0,457.0,260.0,39.0,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 09:50:00+00:00,462.75,463.45,460.1,461.05,1105.0,119.0,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 09:55:00+00:00,454.15,454.15,454.15,454.15,65.0,35.0,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 10:00:00+00:00,457.05,457.05,457.05,457.05,390.0,36.0,NIFTY,2026-09-15,23550.0,CE,3
2026-09-02 10:05:00+00:00,452.1,455.0,452.1,455.0,390.0,69.0,NIFTY,2026-09-15,23550.0,CE,3
