timestamp,open,high,low,close,volume,oi
2026-07-27 03:30:00+00:00,23767.45,23922.4,23138.2,23913.85,,
2026-07-27 03:35:00+00:00,23913.85,23950.8,23853.5,23928.4,,
2026-07-27 03:40:00+00:00,23928.4,23928.4,23928.4,23928.4,,
2026-07-27 03:45:00+00:00,23929.5,23963.2,23897.2,23912.3,,
2026-07-27 03:50:00+00:00,23913.75,23939.5,23911.75,23929.4,,
2026-07-27 03:55:00+00:00,23930.35,23940.75,23913.6,23939.95,,
2026-07-27 04:00:00+00:00,23941.8,23948.85,23927.75,23937.35,,
2026-07-27 04:05:00+00:00,23939.6,23952.3,23936.05,23944.1,,
2026-07-27 04:10:00+00:00,23944.9,23951.3,23941.1,23951.05,,
2026-07-27 04:15:00+00:00,23952.1,23955.9,23945.05,23951.85,,
2026-07-27 04:20:00+00:00,23953.45,23953.45,23929.5,23933.4,,
2026-07-27 04:25:00+00:00,23934.95,23936.0,23916.8,23933.85,,
2026-07-27 04:30:00+00:00,23933.35,23934.9,23916.75,23918.85,,
2026-07-27 04:35:00+00:00,23920.4,23925.8,23909.0,23912.6,,
2026-07-27 04:40:00+00:00,23913.25,23933.35,23910.4,23933.3,,
2026-07-27 04:45:00+00:00,23934.0,23935.75,23920.65,23923.95,,
2026-07-27 04:50:00+00:00,23925.35,23925.5,23908.75,23911.4,,
2026-07-27 04:55:00+00:00,23912.8,23918.4,23910.3,23915.2,,
2026-07-27 05:00:00+00:00,23917.05,23924.05,23906.5,23915.9,,
2026-07-27 05:05:00+00:00,23917.45,23917.45,23891.7,23892.1,,
2026-07-27 05:10:00+00:00,23894.25,23927.65,23892.25,23925.3,,
2026-07-27 05:15:00+00:00,23927.25,23927.75,23912.5,23917.2,,
2026-07-27 05:20:00+00:00,23918.3,23924.3,23907.8,23917.1,,
2026-07-27 05:25:00+00:00,23917.8,23939.3,23911.05,23933.45,,
2026-07-27 05:30:00+00:00,23935.6,23938.4,23927.7,23930.05,,
2026-07-27 05:35:00+00:00,23931.15,23936.25,23920.0,23932.85,,
2026-07-27 05:40:00+00:00,23936.05,23937.45,23922.75,23924.75,,
2026-07-27 05:45:00+00:00,23926.0,23945.0,23923.35,23944.4,,
2026-07-27 05:50:00+00:00,23945.7,23950.95,23939.5,23949.45,,
2026-07-27 05:55:00+00:00,23951.55,23968.2,23949.1,23961.9,,
2026-07-27 06:00:00+00:00,23963.55,23971.75,23958.9,23964.0,,
2026-07-27 06:05:00+00:00,23966.45,23966.45,23956.3,23960.2,,
2026-07-27 06:10:00+00:00,23961.7,23968.9,23959.4,23963.55,,
2026-07-27 06:15:00+00:00,23966.05,23970.3,23952.65,23954.2,,
2026-07-27 06:20:00+00:00,23956.25,23961.0,23949.1,23959.7,,
2026-07-27 06:25:00+00:00,23961.95,23972.8,23959.25,23963.4,,
2026-07-27 06:30:00+00:00,23965.7,23967.4,23953.15,23955.3,,
2026-07-27 06:35:00+00:00,23957.3,23958.05,23949.05,23952.35,,
2026-07-27 06:40:00+00:00,23954.3,23963.15,23945.6,23956.2,,
2026-07-27 06:45:00+00:00,23959.05,23965.8,23955.1,23959.25,,
2026-07-27 06:50:00+00:00,23960.6,23961.75,23952.9,23957.9,,
2026-07-27 06:55:00+00:00,23960.3,23962.9,23954.25,23954.75,,
2026-07-27 07:00:00+00:00,23956.9,23967.3,23951.1,23958.5,,
2026-07-27 07:05:00+00:00,23961.8,23961.8,23948.8,23951.2,,
2026-07-27 07:10:00+00:00,23952.05,23953.35,23943.05,23951.2,,
2026-07-27 07:15:00+00:00,23952.55,23957.65,23949.2,23951.2,,
2026-07-27 07:20:00+00:00,23953.8,23958.0,23946.85,23949.0,,
2026-07-27 07:25:00+00:00,23951.3,23958.05,23943.75,23953.9,,
2026-07-27 07:30:00+00:00,23955.85,23968.8,23948.2,23962.7,,
2026-07-27 07:35:00+00:00,23965.8,23970.7,23959.6,23962.2,,
2026-07-27 07:40:00+00:00,23964.55,23970.8,23959.0,23970.1,,
2026-07-27 07:45:00+00:00,23971.9,23979.15,23969.35,23972.3,,
2026-07-27 07:50:00+00:00,23974.2,23975.7,23968.1,23972.2,,
2026-07-27 07:55:00+00:00,23973.8,23973.8,23954.3,23954.55,,
2026-07-27 08:00:00+00:00,23956.25,23960.85,23938.5,23938.5,,
2026-07-27 08:05:00+00:00,23940.6,23959.55,23935.4,23958.35,,
2026-07-27 08:10:00+00:00,23959.95,23960.7,23946.6,23956.25,,
2026-07-27 08:15:00+00:00,23958.25,23967.25,23953.25,23957.65,,
2026-07-27 08:20:00+00:00,23959.0,23967.3,23954.1,23964.3,,
2026-07-27 08:25:00+00:00,23965.8,23972.4,23962.0,23971.35,,
2026-07-27 08:30:00+00:00,23973.6,23989.5,23970.5,23984.65,,
2026-07-27 08:35:00+00:00,23986.75,23995.15,23981.25,23993.25,,
2026-07-27 08:40:00+00:00,23995.95,23998.3,23987.7,23995.9,,
2026-07-27 08:45:00+00:00,23997.55,23998.85,23984.55,23990.15,,
2026-07-27 08:50:00+00:00,23992.55,23998.4,23988.5,23998.25,,
2026-07-27 08:55:00+00:00,23999.3,24009.7,23995.2,24006.7,,
2026-07-27 09:00:00+00:00,24008.65,24011.1,23996.0,23998.1,,
2026-07-27 09:05:00+00:00,24000.45,24003.7,23988.3,23998.1,,
2026-07-27 09:10:00+00:00,23999.6,24001.75,23988.8,23996.25,,
2026-07-27 09:15:00+00:00,23997.65,24003.5,23986.9,23992.65,,
2026-07-27 09:20:00+00:00,23995.2,24000.35,23984.8,23985.4,,
2026-07-27 09:25:00+00:00,23986.75,23997.4,23984.1,23989.15,,
2026-07-27 09:30:00+00:00,23989.55,24000.85,23988.5,23990.7,,
2026-07-27 09:35:00+00:00,23991.2,23998.3,23990.6,23995.85,,
2026-07-27 09:40:00+00:00,23996.85,24001.75,23986.4,23987.15,,
2026-07-27 09:45:00+00:00,23985.1,23997.15,23985.1,23996.75,,
2026-07-27 09:50:00+00:00,23995.35,24007.45,23993.0,24003.75,,
2026-07-27 09:55:00+00:00,24003.2,24008.1,23996.6,24003.65,,
2026-07-27 10:00:00+00:00,24002.1,24002.1,23995.15,23995.95,,
2026-07-27 10:05:00+00:00,23995.95,23995.95,23995.95,23995.95,,
2026-07-27 10:10:00+00:00,23995.95,23995.95,23995.95,23995.95,,
2026-07-27 10:15:00+00:00,23995.95,23995.95,23995.95,23995.95,,
2026-07-27 10:20:00+00:00,23995.95,23995.95,23995.95,23995.95,,
2026-07-27 10:25:00+00:00,23995.95,23995.95,23995.95,23995.95,,
2026-07-28 03:30:00+00:00,23995.95,24009.95,23225.5,23971.9,,
2026-07-28 03:35:00+00:00,23975.0,24017.4,23969.35,23971.25,,
2026-07-28 03:40:00+00:00,23971.25,23971.25,23971.25,23971.25,,
2026-07-28 03:45:00+00:00,23973.0,24039.85,23969.25,24029.7,,
2026-07-28 03:50:00+00:00,24030.15,24037.05,24011.15,24015.55,,
2026-07-28 03:55:00+00:00,24015.3,24015.45,23994.1,24006.25,,
2026-07-28 04:00:00+00:00,24006.7,24013.4,23985.75,23993.4,,
2026-07-28 04:05:00+00:00,23994.3,24020.45,23993.9,24018.75,,
2026-07-28 04:10:00+00:00,24020.05,24025.2,24015.25,24018.05,,
2026-07-28 04:15:00+00:00,24018.6,24019.9,24005.2,24012.95,,
2026-07-28 04:20:00+00:00,24012.25,24014.05,23995.25,24012.4,,
2026-07-28 04:25:00+00:00,24012.7,24017.95,24007.35,24012.25,,
2026-07-28 04:30:00+00:00,24011.7,24013.55,23967.15,23972.9,,
2026-07-28 04:35:00+00:00,23973.25,23978.6,23962.15,23971.25,,
2026-07-28 04:40:00+00:00,23971.3,23988.4,23962.45,23985.6,,
2026-07-28 04:45:00+00:00,23985.8,24006.1,23985.05,23997.4,,
2026-07-28 04:50:00+00:00,23997.8,23999.55,23984.8,23994.7,,
2026-07-28 04:55:00+00:00,23994.95,24001.9,23985.65,23986.55,,
2026-07-28 05:00:00+00:00,23986.6,24007.3,23986.2,23999.15,,
2026-07-28 05:05:00+00:00,24000.9,24014.0,23996.1,24007.5,,
2026-07-28 05:10:00+00:00,24007.4,24023.35,24006.1,24020.1,,
2026-07-28 05:15:00+00:00,24020.35,24033.35,24020.0,24030.7,,
2026-07-28 05:20:00+00:00,24030.3,24039.0,24025.6,24036.4,,
2026-07-28 05:25:00+00:00,24036.65,24041.0,24032.7,24035.75,,
2026-07-28 05:30:00+00:00,24036.65,24039.55,24017.9,24024.45,,
2026-07-28 05:35:00+00:00,24023.7,24025.8,24017.95,24024.1,,
2026-07-28 05:40:00+00:00,24023.75,24024.55,24010.05,24015.2,,
2026-07-28 05:45:00+00:00,24015.05,24029.8,24014.9,24025.3,,
2026-07-28 05:50:00+00:00,24025.35,24026.15,24013.45,24014.9,,
2026-07-28 05:55:00+00:00,24014.75,24021.3,24010.65,24013.9,,
2026-07-28 06:00:00+00:00,24014.45,24016.15,24001.8,24002.8,,
2026-07-28 06:05:00+00:00,24002.1,24010.7,23999.95,24010.7,,
2026-07-28 06:10:00+00:00,24010.2,24025.05,24008.15,24021.2,,
2026-07-28 06:15:00+00:00,24020.9,24036.8,24018.5,24030.8,,
2026-07-28 06:20:00+00:00,24030.85,24031.9,24011.2,24013.75,,
2026-07-28 06:25:00+00:00,24014.1,24015.85,24003.65,24011.0,,
2026-07-28 06:30:00+00:00,24011.05,24014.2,24003.75,24008.8,,
2026-07-28 06:35:00+00:00,24008.25,24022.75,24005.65,24021.45,,
2026-07-28 06:40:00+00:00,24020.75,24028.6,24018.2,24026.25,,
2026-07-28 06:45:00+00:00,24026.5,24028.4,24015.3,24017.75,,
2026-07-28 06:50:00+00:00,24017.35,24020.25,24010.85,24017.75,,
2026-07-28 06:55:00+00:00,24017.7,24028.9,24012.85,24023.5,,
2026-07-28 07:00:00+00:00,24023.6,24027.25,24017.3,24017.3,,
2026-07-28 07:05:00+00:00,24017.25,24021.3,24009.4,24018.15,,
2026-07-28 07:10:00+00:00,24017.75,24023.45,24014.3,24015.65,,
2026-07-28 07:15:00+00:00,24015.75,24022.0,24011.15,24015.25,,
2026-07-28 07:20:00+00:00,24014.85,24016.2,24009.35,24013.45,,
2026-07-28 07:25:00+00:00,24014.25,24017.95,24003.9,24004.05,,
2026-07-28 07:30:00+00:00,24005.45,24008.75,24000.85,24002.15,,
2026-07-28 07:35:00+00:00,24003.35,24007.85,24000.35,24005.7,,
2026-07-28 07:40:00+00:00,24006.3,24006.35,23982.9,23983.05,,
2026-07-28 07:45:00+00:00,23982.65,23984.05,23968.65,23978.55,,
2026-07-28 07:50:00+00:00,23979.35,23993.7,23974.55,23991.15,,
2026-07-28 07:55:00+00:00,23990.25,23991.1,23982.1,23984.85,,
2026-07-28 08:00:00+00:00,23984.85,23992.5,23980.5,23987.05,,
2026-07-28 08:05:00+00:00,23986.65,23993.1,23982.1,23985.0,,
2026-07-28 08:10:00+00:00,23985.2,23986.8,23977.4,23983.35,,
2026-07-28 08:15:00+00:00,23983.3,23984.25,23972.4,23980.65,,
2026-07-28 08:20:00+00:00,23980.65,24009.15,23980.45,24006.2,,
2026-07-28 08:25:00+00:00,24006.4,24011.75,23995.45,24001.9,,
2026-07-28 08:30:00+00:00,24000.85,24005.0,23997.0,24001.4,,
2026-07-28 08:35:00+00:00,24003.55,24005.9,23996.7,23998.2,,
2026-07-28 08:40:00+00:00,23998.0,23999.85,23989.75,23993.35,,
2026-07-28 08:45:00+00:00,23993.25,24001.25,23987.2,23991.7,,
2026-07-28 08:50:00+00:00,23991.4,23996.4,23985.0,23988.3,,
2026-07-28 08:55:00+00:00,23986.2,23998.4,23986.2,23987.55,,
2026-07-28 09:00:00+00:00,23986.25,23986.7,23970.1,23973.4,,
2026-07-28 09:05:00+00:00,23972.2,23993.75,23972.2,23991.45,,
2026-07-28 09:10:00+00:00,23989.05,23998.5,23981.45,23995.35,,
2026-07-28 09:15:00+00:00,23992.9,23995.45,23974.3,23975.3,,
2026-07-28 09:20:00+00:00,23974.85,23991.1,23968.1,23987.95,,
2026-07-28 09:25:00+00:00,23986.8,23991.0,23977.15,23980.9,,
2026-07-28 09:30:00+00:00,23981.6,23985.15,23954.7,23962.9,,
2026-07-28 09:35:00+00:00,23963.4,23971.35,23962.6,23966.0,,
2026-07-28 09:40:00+00:00,23966.0,23970.2,23961.9,23969.4,,
2026-07-28 09:45:00+00:00,23969.0,24004.4,23968.7,24004.2,,
2026-07-28 09:50:00+00:00,24003.1,24013.35,23989.1,23991.75,,
2026-07-28 09:55:00+00:00,23990.55,23995.65,23976.4,23987.8,,
2026-07-28 10:00:00+00:00,23987.6,23991.35,23985.35,23985.35,,
2026-07-28 10:05:00+00:00,23985.35,23985.35,23985.35,23985.35,,
2026-07-28 10:10:00+00:00,23985.35,23985.35,23985.35,23985.35,,
2026-07-28 10:15:00+00:00,23985.35,23985.35,23985.35,23985.35,,
2026-07-28 10:20:00+00:00,23985.35,23985.35,23985.35,23985.35,,
2026-07-28 10:25:00+00:00,23985.35,23985.35,23985.35,23985.35,,
2026-07-29 03:30:00+00:00,23985.35,24205.0,23354.7,24146.4,,
2026-07-29 03:35:00+00:00,24146.4,24208.4,24142.1,24176.65,,
2026-07-29 03:40:00+00:00,24176.65,24176.65,24176.65,24176.65,,
2026-07-29 03:45:00+00:00,24176.65,24195.5,24141.75,24187.1,,
2026-07-29 03:50:00+00:00,24187.15,24191.55,24162.0,24177.35,,
2026-07-29 03:55:00+00:00,24177.85,24196.2,24170.9,24178.5,,
2026-07-29 04:00:00+00:00,24175.6,24193.45,24175.6,24187.95,,
2026-07-29 04:05:00+00:00,24188.15,24210.75,24185.95,24208.3,,
2026-07-29 04:10:00+00:00,24208.5,24217.65,24199.05,24212.2,,
2026-07-29 04:15:00+00:00,24211.85,24218.4,24204.0,24218.0,,
2026-07-29 04:20:00+00:00,24217.95,24221.6,24197.2,24204.95,,
2026-07-29 04:25:00+00:00,24205.55,24209.15,24184.95,24187.65,,
2026-07-29 04:30:00+00:00,24186.3,24207.0,24186.3,24204.65,,
2026-07-29 04:35:00+00:00,24204.4,24223.4,24203.9,24220.6,,
2026-07-29 04:40:00+00:00,24219.65,24223.75,24213.1,24221.3,,
2026-07-29 04:45:00+00:00,24220.9,24229.1,24214.0,24220.05,,
2026-07-29 04:50:00+00:00,24219.55,24232.7,24219.55,24228.9,,
2026-07-29 04:55:00+00:00,24231.3,24235.35,24224.8,24225.3,,
2026-07-29 05:00:00+00:00,24224.75,24236.55,24221.75,24234.2,,
2026-07-29 05:05:00+00:00,24234.15,24238.3,24229.3,24231.15,,
2026-07-29 05:10:00+00:00,24230.7,24238.35,24230.2,24233.8,,
2026-07-29 05:15:00+00:00,24233.7,24234.05,24213.4,24219.0,,
2026-07-29 05:20:00+00:00,24219.5,24221.85,24214.25,24218.15,,
2026-07-29 05:25:00+00:00,24218.4,24226.3,24218.3,24220.65,,
2026-07-29 05:30:00+00:00,24221.2,24234.1,24215.25,24232.4,,
2026-07-29 05:35:00+00:00,24232.35,24243.85,24230.85,24238.65,,
2026-07-29 05:40:00+00:00,24238.75,24241.6,24229.2,24233.7,,
2026-07-29 05:45:00+00:00,24233.3,24235.2,24223.35,24230.35,,
2026-07-29 05:50:00+00:00,24230.2,24241.35,24228.1,24237.25,,
2026-07-29 05:55:00+00:00,24237.05,24241.1,24232.4,24232.4,,
2026-07-29 06:00:00+00:00,24232.15,24237.1,24228.45,24229.3,,
2026-07-29 06:05:00+00:00,24229.8,24231.1,24218.75,24221.35,,
2026-07-29 06:10:00+00:00,24221.85,24235.2,24221.3,24232.25,,
2026-07-29 06:15:00+00:00,24232.5,24240.35,24227.8,24231.8,,
2026-07-29 06:20:00+00:00,24231.9,24234.2,24223.9,24228.95,,
2026-07-29 06:25:00+00:00,24229.2,24231.1,24219.8,24225.65,,
2026-07-29 06:30:00+00:00,24225.85,24232.45,24223.25,24230.2,,
2026-07-29 06:35:00+00:00,24230.35,24247.45,24229.45,24244.7,,
2026-07-29 06:40:00+00:00,24244.05,24246.15,24236.2,24238.45,,
2026-07-29 06:45:00+00:00,24238.8,24240.4,24227.0,24228.25,,
2026-07-29 06:50:00+00:00,24229.05,24234.55,24225.4,24227.4,,
2026-07-29 06:55:00+00:00,24228.05,24229.55,24219.7,24221.5,,
2026-07-29 07:00:00+00:00,24222.1,24233.0,24221.05,24231.3,,
2026-07-29 07:05:00+00:00,24232.05,24234.95,24225.65,24228.05,,
2026-07-29 07:10:00+00:00,24228.05,24232.45,24218.9,24220.8,,
2026-07-29 07:15:00+00:00,24221.45,24225.15,24210.6,24210.65,,
2026-07-29 07:20:00+00:00,24211.05,24229.15,24209.95,24227.1,,
2026-07-29 07:25:00+00:00,24227.4,24231.45,24222.15,24228.75,,
2026-07-29 07:30:00+00:00,24228.85,24240.85,24228.65,24235.9,,
2026-07-29 07:35:00+00:00,24236.3,24255.25,24236.3,24252.25,,
2026-07-29 07:40:00+00:00,24253.05,24261.35,24252.65,24257.55,,
2026-07-29 07:45:00+00:00,24257.4,24259.9,24248.5,24254.55,,
2026-07-29 07:50:00+00:00,24254.25,24255.15,24245.8,24246.5,,
2026-07-29 07:55:00+00:00,24247.05,24254.2,24244.55,24245.8,,
