date,timestamp,strategy,entry,sl,target,opening_high,opening_low,candle_type,symbol,expiry,strike,option_type,itm_rank,exit_time,exit_price,outcome,mfe,mae,points_gained_lost,time_to_exit_minutes,entry_hour,entry_minute,before_10
2026-08-25,2026-08-25 04:40:00+00:00,LEVEL_TO_LEVEL,0.45,-3.45,1.0,1.0,0.55,strong_green,NSE-NIFTY-25Aug26-23450-PE,2026-08-25,23450.0,PE,3,,,OPEN,0.2,-0.4,,,10,10,False
2026-08-24,2026-08-24 03:55:00+00:00,LEVEL_TO_LEVEL,122.15,118.45,130.4,130.4,122.45,normal,NSE-NIFTY-29Sep26-23950-PE,2026-09-29,23950.0,PE,2,2026-08-24 05:20:00+00:00,130.4,TARGET,49.19999999999999,1.1999999999999886,8.25,85.0,9,25,True
2026-08-25,2026-08-25 04:10:00+00:00,LEVEL_TO_LEVEL,155.4,151.2,171.35,171.35,155.2,strong_green,NSE-NIFTY-29Sep26-23950-PE,2026-09-29,23950.0,PE,2,2026-08-25 06:10:00+00:00,151.2,SL,14.650000000000006,-72.4,-4.200000000000017,120.0,9,40,True
2026-08-26,2026-08-26 04:00:00+00:00,LEVEL_TO_LEVEL,89.7,90.95,97.25,97.25,94.95,strong_green,NSE-NIFTY-29Sep26-23950-PE,2026-09-29,23950.0,PE,2,2026-08-26 04:05:00+00:00,90.95,SL,37.14999999999999,-6.700000000000003,1.25,5.0,9,30,True
2026-08-28,2026-08-28 04:05:00+00:00,LEVEL_TO_LEVEL,140.5,140.75,156.4,156.4,144.75,strong_green,NSE-NIFTY-29Sep26-23950-PE,2026-09-29,23950.0,PE,2,2026-08-28 04:10:00+00:00,140.75,SL,44.349999999999994,-22.349999999999994,0.25,5.0,9,35,True
2026-09-01,2026-09-01 04:05:00+00:00,LEVEL_TO_LEVEL,162.6,160.4,173.55,173.55,164.4,normal,NSE-NIFTY-29Sep26-23950-PE,2026-09-29,23950.0,PE,2,2026-09-01 04:15:00+00:00,173.55,TARGET,124.79999999999998,-34.8,10.950000000000017,10.0,9,35,True
2026-09-03,2026-09-03 04:20:00+00:00,LEVEL_TO_LEVEL,171.9,171.1,198.7,198.7,175.1,strong_green,NSE-NIFTY-29Sep26-23950-PE,2026-09-29,23950.0,PE,2,2026-09-03 05:10:00+00:00,198.7,TARGET,75.9,-0.6500000000000057,26.799999999999983,50.0,9,50,True
2026-09-04,2026-09-04 04:25:00+00:00,LEVEL_TO_LEVEL,192.4,196.0,218.75,218.75,200.0,strong_green,NSE-NIFTY-29Sep26-23950-PE,2026-09-29,23950.0,PE,2,2026-09-04 04:30:00+00:00,196.0,SL,59.5,-19.75,3.5999999999999943,5.0,9,55,True
2026-09-08,2026-09-08 04:10:00+00:00,LEVEL_TO_LEVEL,325.15,310.25,324.85,324.85,314.25,strong_green,NSE-NIFTY-29Sep26-23950-PE,2026-09-29,23950.0,PE,2,2026-09-08 04:15:00+00:00,324.85,TARGET,123.80000000000001,-29.799999999999955,-0.2999999999999545,5.0,9,40,True
2026-09-09,2026-09-09 04:15:00+00:00,LEVEL_TO_LEVEL,439.1,423.5,446.2,446.2,427.5,strong_green,NSE-NIFTY-29Sep26-23950-PE,2026-09-29,23950.0,PE,2,2026-09-09 04:20:00+00:00,446.2,TARGET,73.5,-48.650000000000034,7.099999999999966,5.0,9,45,True
2026-09-11,2026-09-11 04:05:00+00:00,LEVEL_TO_LEVEL,677.15,676.0,685.5,685.5,680.0,lower_rejection,NSE-NIFTY-29Sep26-23950-PE,2026-09-29,23950.0,PE,2,2026-09-11 04:10:00+00:00,685.5,TARGET,109.60000000000002,-197.14999999999998,8.350000000000023,5.0,9,35,True
2026-09-17,2026-09-17 04:05:00+00:00,LEVEL_TO_LEVEL,654.9,669.2,689.55,689.55,673.2,strong_green,NSE-NIFTY-29Sep26-23950-PE,2026-09-29,23950.0,PE,2,2026-09-17 04:10:00+00:00,669.2,AMBIGUOUS_SL_FIRST,56.10000000000002,-108.54999999999995,14.300000000000068,5.0,9,35,True
2026-09-21,2026-09-21 04:05:00+00:00,LEVEL_TO_LEVEL,560.5,560.45,566.3,566.3,564.45,strong_green,NSE-NIFTY-29Sep26-23950-PE,2026-09-29,23950.0,PE,2,2026-09-21 04:10:00+00:00,566.3,TARGET,102.5,-74.80000000000001,5.7999999999999545,5.0,9,35,True
2026-09-22,2026-09-22 04:25:00+00:00,LEVEL_TO_LEVEL,498.0,494.5,512.75,512.75,498.5,strong_green,NSE-NIFTY-29Sep26-23950-PE,2026-09-29,23950.0,PE,2,2026-09-22 04:30:00+00:00,494.5,SL,165.0,-12.300000000000011,-3.5,5.0,9,55,True
2026-08-24,2026-08-24 03:55:00+00:00,LEVEL_TO_LEVEL,146.8,141.2,150.1,150.1,145.2,strong_green,NSE-NIFTY-29Sep26-24050-PE,2026-09-29,24050.0,PE,3,2026-08-24 04:00:00+00:00,150.1,TARGET,57.04999999999998,1.1499999999999773,3.299999999999983,5.0,9,25,True
2026-08-25,2026-08-25 03:55:00+00:00,LEVEL_TO_LEVEL,182.45,193.1,202.7,202.7,197.1,strong_green,NSE-NIFTY-29Sep26-24050-PE,2026-09-29,24050.0,PE,3,2026-08-25 04:00:00+00:00,193.1,SL,21.400000000000006,-81.89999999999999,10.650000000000006,5.0,9,25,True
2026-08-26,2026-08-26 04:00:00+00:00,LEVEL_TO_LEVEL,109.6,107.2,118.75,118.75,111.2,normal,NSE-NIFTY-29Sep26-24050-PE,2026-09-29,24050.0,PE,3,2026-08-26 04:05:00+00:00,107.2,SL,49.25,-9.049999999999997,-2.3999999999999915,5.0,9,30,True
2026-08-28,2026-08-28 04:05:00+00:00,LEVEL_TO_LEVEL,169.55,169.7,182.3,182.3,173.7,normal,NSE-NIFTY-29Sep26-24050-PE,2026-09-29,24050.0,PE,3,2026-08-28 04:10:00+00:00,169.7,SL,51.25,-24.450000000000017,0.14999999999997726,5.0,9,35,True
2026-09-01,2026-09-01 04:05:00+00:00,LEVEL_TO_LEVEL,204.05,194.8,210.25,210.25,198.8,strong_green,NSE-NIFTY-29Sep26-24050-PE,2026-09-29,24050.0,PE,3,2026-09-01 04:10:00+00:00,210.25,TARGET,131.84999999999997,-47.05000000000001,6.199999999999989,5.0,9,35,True
2026-09-03,2026-09-03 04:20:00+00:00,LEVEL_TO_LEVEL,208.25,209.1,271.1,271.1,213.1,strong_green,NSE-NIFTY-29Sep26-24050-PE,2026-09-29,24050.0,PE,3,2026-09-03 04:25:00+00:00,209.1,SL,93.25,-1.4000000000000057,0.8499999999999943,5.0,9,50,True
2026-09-04,2026-09-04 03:55:00+00:00,LEVEL_TO_LEVEL,253.75,240.8,264.75,264.75,244.8,strong_green,NSE-NIFTY-29Sep26-24050-PE,2026-09-29,24050.0,PE,3,2026-09-04 04:20:00+00:00,240.8,SL,47.39999999999998,-42.0,-12.949999999999989,25.0,9,25,True
2026-09-09,2026-09-09 04:10:00+00:00,LEVEL_TO_LEVEL,493.25,502.8,521.8,521.8,506.8,strong_green,NSE-NIFTY-29Sep26-24050-PE,2026-09-29,24050.0,PE,3,2026-09-09 04:15:00+00:00,502.8,SL,102.75,-35.14999999999998,9.550000000000011,5.0,9,40,True
2026-09-17,2026-09-17 04:10:00+00:00,LEVEL_TO_LEVEL,781.55,775.9,793.2,793.2,779.9,strong_green,NSE-NIFTY-29Sep26-24050-PE,2026-09-29,24050.0,PE,3,2026-09-17 04:20:00+00:00,775.9,SL,-22.149999999999977,-195.44999999999993,-5.649999999999977,10.0,9,40,True
2026-09-21,2026-09-21 04:10:00+00:00,LEVEL_TO_LEVEL,662.85,646.8,678.2,678.2,650.8,strong_green,NSE-NIFTY-29Sep26-24050-PE,2026-09-29,24050.0,PE,3,2026-09-21 04:15:00+00:00,646.8,SL,100.14999999999998,-76.75,-16.050000000000068,5.0,9,40,True
