date,timestamp,strategy,entry,opening_high,opening_low,swing_high,candle_type,symbol,expiry,strike,option_type,itm_rank,breakout_timestamp,confirmation_timestamp,target,exit_time,exit_price,outcome,mfe,mae,points_gained_lost,time_to_exit_minutes,entry_hour,entry_minute,before_10,entry_before_10,entry_after_10,weekday,volatility_10,premium_change,lower_wick,upper_wick,range,rejection_characteristic,breakout_characteristic,false_breakout,time_to_target_minutes
2026-09-15,2026-09-15 04:55:00+00:00,EKALAYAVA,331.95,218.35,160.5,325.0,strong_green,NSE-NIFTY-15Sep26-23700-PE,2026-09-15,23700.0,PE,3,2026-09-15 04:55:00+00:00,2026-09-15 04:55:00+00:00,218.35,2026-09-15 05:00:00+00:00,218.35,TARGET,271.90000000000003,-8.099999999999966,-113.6,5.0,10,25,False,False,True,1,0.03831691455591355,15.649999999999977,1.9499999999999886,3.650000000000034,22.350000000000023,strong_green,True,False,5.0
2026-09-09,2026-09-09 07:00:00+00:00,EKALAYAVA,518.65,494.85,494.85,513.0,strong_green,NSE-NIFTY-22Sep26-23150-CE,2026-09-22,23150.0,CE,3,2026-09-09 07:00:00+00:00,2026-09-09 07:00:00+00:00,494.85,2026-09-09 07:05:00+00:00,494.85,TARGET,21.350000000000023,-88.39999999999998,-23.799999999999955,5.0,12,30,False,False,True,2,0.03476718969605268,36.25,0.0,0.0,20.649999999999977,strong_green,True,False,5.0
2026-09-11,2026-09-11 04:35:00+00:00,EKALAYAVA,279.15,272.65,260.4,276.0,strong_green,NSE-NIFTY-22Sep26-23150-CE,2026-09-22,23150.0,CE,3,2026-09-11 04:35:00+00:00,2026-09-11 04:35:00+00:00,272.65,2026-09-11 04:40:00+00:00,272.65,TARGET,141.35000000000002,-0.5,-6.5,5.0,10,5,False,False,True,4,0.015481552974706948,6.5499999999999545,0.44999999999998863,2.650000000000034,9.25,strong_green,True,False,5.0
2026-09-17,2026-09-17 04:35:00+00:00,EKALAYAVA,241.45,221.55,172.45,236.3,strong_green,NSE-NIFTY-22Sep26-23150-CE,2026-09-22,23150.0,CE,3,2026-09-17 04:35:00+00:00,2026-09-17 04:35:00+00:00,221.55,2026-09-17 04:40:00+00:00,221.55,TARGET,43.150000000000034,-69.94999999999999,-19.899999999999977,5.0,10,5,False,False,True,3,0.06008435407920095,13.25,0.0,2.5500000000000114,16.19999999999999,strong_green,True,False,5.0
2026-09-21,2026-09-21 06:20:00+00:00,EKALAYAVA,273.75,252.45,217.3,265.95,strong_green,NSE-NIFTY-22Sep26-23150-CE,2026-09-22,23150.0,CE,3,2026-09-21 06:20:00+00:00,2026-09-21 06:20:00+00:00,252.45,2026-09-21 06:25:00+00:00,252.45,TARGET,52.75,-18.94999999999999,-21.30000000000001,5.0,11,50,False,False,True,0,0.02816840925869221,16.80000000000001,0.8499999999999943,0.35000000000002274,18.25000000000003,strong_green,True,False,5.0
2026-09-09,2026-09-09 07:00:00+00:00,EKALAYAVA,478.75,455.35,447.65,434.0,strong_green,NSE-NIFTY-22Sep26-23200-CE,2026-09-22,23200.0,CE,2,2026-09-09 07:00:00+00:00,2026-09-09 07:00:00+00:00,455.35,2026-09-09 07:05:00+00:00,455.35,TARGET,27.44999999999999,-87.94999999999999,-23.399999999999977,5.0,12,30,False,False,True,2,0.033022259876475064,31.69999999999999,0.0,7.649999999999977,35.69999999999999,strong_green,True,False,5.0
2026-09-11,2026-09-11 05:40:00+00:00,EKALAYAVA,304.1,260.0,225.0,278.05,strong_green,NSE-NIFTY-22Sep26-23200-CE,2026-09-22,23200.0,CE,2,2026-09-11 05:40:00+00:00,2026-09-11 05:40:00+00:00,260.0,2026-09-11 05:45:00+00:00,260.0,TARGET,76.79999999999995,-33.55000000000001,-44.10000000000002,5.0,11,10,False,False,True,4,0.04987596056106818,35.700000000000045,1.349999999999966,0.0,37.25,strong_green,True,False,5.0
2026-09-17,2026-09-17 04:35:00+00:00,EKALAYAVA,206.25,187.65,143.45,200.9,strong_green,NSE-NIFTY-22Sep26-23200-CE,2026-09-22,23200.0,CE,2,2026-09-17 04:35:00+00:00,2026-09-17 04:35:00+00:00,187.65,2026-09-17 04:40:00+00:00,187.65,TARGET,39.69999999999999,-64.15,-18.599999999999994,5.0,10,5,False,False,True,3,0.06692071396100771,12.900000000000006,0.0,1.6500000000000057,15.099999999999994,strong_green,True,False,5.0
2026-09-21,2026-09-21 06:20:00+00:00,EKALAYAVA,227.35,208.6,176.1,220.2,strong_green,NSE-NIFTY-22Sep26-23200-CE,2026-09-22,23200.0,CE,2,2026-09-21 06:20:00+00:00,2026-09-21 06:20:00+00:00,208.6,2026-09-21 06:25:00+00:00,208.6,TARGET,49.29999999999998,-18.049999999999983,-18.75,5.0,11,50,False,False,True,0,0.033381954002678106,16.25,0.549999999999983,0.5999999999999943,17.549999999999983,strong_green,True,False,5.0
2026-09-01,2026-09-01 08:20:00+00:00,EKALAYAVA,43.65,39.4,38.7,34.05,strong_green,NSE-NIFTY-22Sep26-23400-PE,2026-09-22,23400.0,PE,2,2026-09-01 08:20:00+00:00,2026-09-01 08:20:00+00:00,39.4,2026-09-01 08:25:00+00:00,39.4,TARGET,9.300000000000004,-2.799999999999997,-4.25,5.0,13,50,False,False,True,1,0.06544568803264336,6.0,0.0,0.0,3.6999999999999957,strong_green,True,False,5.0
2026-09-02,2026-09-02 06:00:00+00:00,EKALAYAVA,76.0,74.9,70.95,75.3,normal,NSE-NIFTY-22Sep26-23400-PE,2026-09-22,23400.0,PE,2,2026-09-02 06:00:00+00:00,2026-09-02 06:00:00+00:00,74.9,2026-09-02 06:05:00+00:00,74.9,TARGET,3.75,-17.0,-1.0999999999999943,5.0,11,30,False,False,True,2,0.017405975260226737,1.1500000000000057,0.6999999999999886,0.0,1.3499999999999943,normal,True,False,5.0
2026-09-03,2026-09-03 05:25:00+00:00,EKALAYAVA,43.65,41.35,38.75,44.35,strong_red,NSE-NIFTY-22Sep26-23400-PE,2026-09-22,23400.0,PE,2,2026-09-03 05:25:00+00:00,2026-09-03 05:25:00+00:00,41.35,2026-09-03 05:30:00+00:00,41.35,TARGET,16.300000000000004,-2.1999999999999957,-2.299999999999997,5.0,10,55,False,False,True,3,0.02351730346648536,-0.3999999999999986,0.14999999999999858,0.04999999999999716,1.7999999999999972,strong_red,True,False,5.0
2026-09-07,2026-09-07 04:20:00+00:00,EKALAYAVA,48.45,47.7,42.4,48.75,normal,NSE-NIFTY-22Sep26-23400-PE,2026-09-22,23400.0,PE,2,2026-09-07 04:20:00+00:00,2026-09-07 04:20:00+00:00,47.7,2026-09-07 04:25:00+00:00,47.7,TARGET,15.149999999999999,-0.7000000000000028,-0.75,5.0,9,50,True,True,False,0,0.06852403170530114,1.1500000000000057,0.30000000000000426,0.7999999999999972,2.6000000000000014,normal,True,False,5.0
2026-09-08,2026-09-08 04:30:00+00:00,EKALAYAVA,72.95,69.15,65.35,72.55,lower_rejection,NSE-NIFTY-22Sep26-23400-PE,2026-09-22,23400.0,PE,2,2026-09-08 04:30:00+00:00,2026-09-08 04:30:00+00:00,69.15,2026-09-08 04:35:00+00:00,69.15,TARGET,8.099999999999994,-13.5,-3.799999999999997,5.0,10,0,False,False,True,1,0.05731488130548518,0.7999999999999972,1.7000000000000028,0.45000000000000284,3.0500000000000114,lower_rejection,True,False,5.0
2026-09-09,2026-09-09 04:35:00+00:00,EKALAYAVA,123.65,122.6,100.7,122.6,normal,NSE-NIFTY-22Sep26-23400-PE,2026-09-22,23400.0,PE,2,2026-09-09 04:35:00+00:00,2026-09-09 04:35:00+00:00,122.6,2026-09-09 04:40:00+00:00,122.6,TARGET,22.400000000000006,-30.5,-1.0500000000000114,5.0,10,5,False,False,True,2,0.03190875609378098,1.5,1.0,2.0999999999999943,4.75,normal,True,False,5.0
2026-09-15,2026-09-15 04:15:00+00:00,EKALAYAVA,140.75,125.9,103.55,131.0,strong_green,NSE-NIFTY-22Sep26-23400-PE,2026-09-22,23400.0,PE,2,2026-09-15 04:15:00+00:00,2026-09-15 04:15:00+00:00,125.9,2026-09-15 04:20:00+00:00,125.9,TARGET,176.39999999999998,-1.6999999999999886,-14.849999999999994,5.0,9,45,True,True,False,1,0.06711416067313028,12.349999999999994,1.0999999999999943,1.5999999999999943,14.449999999999989,strong_green,True,False,5.0
2026-09-18,2026-09-18 04:50:00+00:00,EKALAYAVA,148.9,148.8,124.3,149.75,normal,NSE-NIFTY-22Sep26-23400-PE,2026-09-22,23400.0,PE,2,2026-09-18 04:50:00+00:00,2026-09-18 04:50:00+00:00,148.8,2026-09-18 04:55:00+00:00,148.8,TARGET,12.049999999999983,-54.05000000000001,-0.09999999999999432,5.0,10,20,False,False,True,4,0.05011111154817723,5.599999999999994,5.150000000000006,2.3499999999999943,12.900000000000006,normal,True,False,5.0
2026-09-22,2026-09-22 06:10:00+00:00,EKALAYAVA,61.25,40.3,21.25,64.85,upper_rejection,NSE-NIFTY-22Sep26-23400-PE,2026-09-22,23400.0,PE,2,2026-09-22 06:10:00+00:00,2026-09-22 06:10:00+00:00,40.3,2026-09-22 06:15:00+00:00,40.3,TARGET,69.0,-25.450000000000003,-20.950000000000003,5.0,11,40,False,False,True,1,0.11963364675134168,-1.3500000000000014,1.8500000000000014,3.9499999999999957,6.699999999999996,upper_rejection,True,False,5.0
2026-09-03,2026-09-03 05:35:00+00:00,EKALAYAVA,65.6,59.65,57.55,63.15,unknown,NSE-NIFTY-22Sep26-23550-PE,2026-09-22,23550.0,PE,3,2026-09-03 05:35:00+00:00,2026-09-03 05:35:00+00:00,59.65,2026-09-03 05:45:00+00:00,59.65,TARGET,17.650000000000006,-4.3999999999999915,-5.949999999999996,10.0,11,5,False,False,True,3,0.03390764083234327,5.849999999999994,0.0,0.0,0.0,unknown,True,False,10.0
2026-09-07,2026-09-07 04:20:00+00:00,EKALAYAVA,74.8,74.65,68.2,74.45,normal,NSE-NIFTY-22Sep26-23550-PE,2026-09-22,23550.0,PE,3,2026-09-07 04:20:00+00:00,2026-09-07 04:20:00+00:00,74.65,2026-09-07 04:25:00+00:00,74.65,TARGET,19.450000000000003,0.0,-0.14999999999999147,5.0,9,50,True,True,False,0,0.07212746947285668,1.3499999999999943,0.8499999999999943,0.0,1.8499999999999943,normal,True,False,5.0
2026-09-08,2026-09-08 04:25:00+00:00,EKALAYAVA,112.3,106.55,99.15,112.15,strong_green,NSE-NIFTY-22Sep26-23550-PE,2026-09-22,23550.0,PE,3,2026-09-08 04:25:00+00:00,2026-09-08 04:25:00+00:00,106.55,2026-09-08 04:30:00+00:00,106.55,TARGET,9.850000000000009,-17.299999999999997,-5.75,5.0,9,55,True,True,False,1,0.05868261955771875,4.75,0.0,0.0,2.8999999999999915,strong_green,True,False,5.0
2026-09-09,2026-09-09 04:30:00+00:00,EKALAYAVA,182.2,181.5,127.7,181.5,upper_rejection,NSE-NIFTY-22Sep26-23550-PE,2026-09-22,23550.0,PE,3,2026-09-09 04:30:00+00:00,2026-09-09 04:30:00+00:00,181.5,2026-09-09 04:35:00+00:00,181.5,TARGET,31.0,-40.75,-0.6999999999999886,5.0,10,0,False,False,True,2,0.16931440806104714,2.799999999999983,1.3499999999999943,3.950000000000017,6.150000000000006,upper_rejection,True,False,5.0
2026-09-15,2026-09-15 04:15:00+00:00,EKALAYAVA,215.25,193.4,153.5,200.3,strong_green,NSE-NIFTY-22Sep26-23550-PE,2026-09-22,23550.0,PE,3,2026-09-15 04:15:00+00:00,2026-09-15 04:15:00+00:00,193.4,2026-09-15 04:20:00+00:00,193.4,TARGET,218.5,-3.5,-21.849999999999994,5.0,9,45,True,True,False,1,0.05256925854629527,16.94999999999999,1.0,1.1500000000000057,18.400000000000006,strong_green,True,False,5.0
2026-09-18,2026-09-18 04:50:00+00:00,EKALAYAVA,255.35,253.3,220.25,255.95,normal,NSE-NIFTY-22Sep26-23550-PE,2026-09-22,23550.0,PE,3,2026-09-18 04:50:00+00:00,2026-09-18 04:50:00+00:00,253.3,2026-09-18 04:55:00+00:00,253.3,TARGET,18.25000000000003,-66.4,-2.049999999999983,5.0,10,20,False,False,True,4,0.03699791612523042,7.549999999999983,6.849999999999994,2.5999999999999943,16.549999999999983,normal,True,False,5.0
2026-09-22,2026-09-22 05:00:00+00:00,EKALAYAVA,136.7,132.0,87.2,132.0,strong_green,NSE-NIFTY-22Sep26-23550-PE,2026-09-22,23550.0,PE,3,2026-09-22 05:00:00+00:00,2026-09-22 05:00:00+00:00,132.0,2026-09-22 05:05:00+00:00,132.0,TARGET,137.60000000000002,0.75,-4.699999999999989,5.0,10,30,False,False,True,1,0.058252162113717525,15.499999999999986,1.0,5.800000000000011,22.450000000000003,strong_green,True,False,5.0
2026-08-25,2026-08-25 08:20:00+00:00,EKALAYAVA,992.0,970.0,970.0,975.0,strong_green,NSE-NIFTY-25Aug26-23200-CE,2026-08-25,23200.0,CE,3,2026-08-25 08:20:00+00:00,2026-08-25 08:20:00+00:00,970.0,2026-08-25 08:55:00+00:00,970.0,TARGET,140.6500000000001,-6.0,-22.0,35.0,13,50,False,False,True,1,0.022827073947315434,52.799999999999955,0.0,0.0,20.049999999999955,strong_green,True,False,35.0
2026-08-24,2026-08-24 05:20:00+00:00,EKALAYAVA,132.1,130.4,122.45,129.35,strong_green,NSE-NIFTY-29Sep26-23950-PE,2026-09-29,23950.0,PE,2,2026-08-24 05:20:00+00:00,2026-08-24 05:20:00+00:00,130.4,2026-08-24 05:25:00+00:00,130.4,TARGET,38.05000000000001,-2.5,-1.6999999999999886,5.0,10,50,False,False,True,0,0.020530830025692833,7.099999999999994,0.0,0.09999999999999432,4.199999999999989,strong_green,True,False,5.0
2026-08-26,2026-08-26 06:30:00+00:00,EKALAYAVA,108.3,97.25,94.95,103.75,strong_green,NSE-NIFTY-29Sep26-23950-PE,2026-09-29,23950.0,PE,2,2026-08-26 06:30:00+00:00,2026-08-26 06:30:00+00:00,97.25,2026-08-26 06:35:00+00:00,97.25,TARGET,4.650000000000006,-11.549999999999997,-11.049999999999997,5.0,12,0,False,False,True,2,0.03354709907467828,5.450000000000003,0.0,0.0,3.200000000000003,strong_green,True,False,5.0
2026-08-27,2026-08-27 04:30:00+00:00,EKALAYAVA,129.2,117.6,104.7,126.85,strong_green,NSE-NIFTY-29Sep26-23950-PE,2026-09-29,23950.0,PE,2,2026-08-27 04:30:00+00:00,2026-08-27 04:30:00+00:00,117.6,2026-08-27 04:35:00+00:00,117.6,TARGET,28.450000000000017,-5.999999999999986,-11.599999999999994,5.0,10,0,False,False,True,3,0.031869440134968126,5.299999999999983,0.0,0.0,0.19999999999998863,strong_green,True,False,5.0
2026-09-01,2026-09-01 04:15:00+00:00,EKALAYAVA,174.0,173.55,164.4,173.55,upper_rejection,NSE-NIFTY-29Sep26-23950-PE,2026-09-29,23950.0,PE,2,2026-09-01 04:15:00+00:00,2026-09-01 04:15:00+00:00,173.55,2026-09-01 04:20:00+00:00,173.55,TARGET,46.099999999999994,-46.2,-0.44999999999998863,5.0,9,45,True,True,False,1,0.05346568191756902,2.0500000000000114,0.0,3.5500000000000114,4.75,upper_rejection,True,False,5.0
2026-09-03,2026-09-03 06:45:00+00:00,EKALAYAVA,216.7,198.7,175.1,220.7,normal,NSE-NIFTY-29Sep26-23950-PE,2026-09-29,23950.0,PE,2,2026-09-03 06:45:00+00:00,2026-09-03 06:45:00+00:00,198.7,2026-09-03 06:50:00+00:00,198.7,TARGET,31.100000000000023,-11.799999999999983,-18.0,5.0,12,15,False,False,True,3,0.01865185834395489,6.199999999999989,0.0,4.400000000000006,10.099999999999994,normal,True,False,5.0
2026-09-07,2026-09-07 04:40:00+00:00,EKALAYAVA,253.4,246.95,217.75,251.9,strong_green,NSE-NIFTY-29Sep26-23950-PE,2026-09-29,23950.0,PE,2,2026-09-07 04:40:00+00:00,2026-09-07 04:40:00+00:00,246.95,2026-09-07 04:45:00+00:00,246.95,TARGET,33.29999999999998,-7.25,-6.450000000000017,5.0,10,10,False,False,True,0,0.018359932626637283,5.400000000000006,0.0,0.0,3.4000000000000057,strong_green,True,False,5.0
2026-09-08,2026-09-08 04:25:00+00:00,EKALAYAVA,326.0,324.85,314.25,326.35,strong_green,NSE-NIFTY-29Sep26-23950-PE,2026-09-29,23950.0,PE,2,2026-09-08 04:25:00+00:00,2026-09-08 04:25:00+00:00,324.85,2026-09-08 04:30:00+00:00,324.85,TARGET,28.850000000000023,-30.649999999999977,-1.1499999999999773,5.0,9,55,True,True,False,1,0.04537843770724469,6.949999999999989,0.0,1.75,7.75,strong_green,True,False,5.0
2026-09-09,2026-09-09 04:30:00+00:00,EKALAYAVA,453.95,446.2,427.5,446.2,upper_rejection,NSE-NIFTY-29Sep26-23950-PE,2026-09-29,23950.0,PE,2,2026-09-09 04:30:00+00:00,2026-09-09 04:30:00+00:00,446.2,2026-09-09 04:35:00+00:00,446.2,TARGET,50.80000000000001,-63.5,-7.75,5.0,10,0,False,False,True,2,0.09081442101002872,7.800000000000011,0.0,4.899999999999977,6.050000000000011,upper_rejection,True,False,5.0
2026-09-10,2026-09-10 04:30:00+00:00,EKALAYAVA,506.0,490.0,472.55,509.7,strong_green,NSE-NIFTY-29Sep26-23950-PE,2026-09-29,23950.0,PE,2,2026-09-10 04:30:00+00:00,2026-09-10 04:30:00+00:00,490.0,2026-09-10 04:35:00+00:00,490.0,TARGET,39.14999999999998,-41.44999999999999,-16.0,5.0,10,0,False,False,True,3,0.03506391115080484,9.199999999999989,0.0,3.8500000000000227,13.050000000000011,strong_green,True,False,5.0
2026-09-15,2026-09-15 04:15:00+00:00,EKALAYAVA,542.8,487.35,480.0,518.9,strong_green,NSE-NIFTY-29Sep26-23950-PE,2026-09-29,23950.0,PE,2,2026-09-15 04:15:00+00:00,2026-09-15 04:15:00+00:00,487.35,2026-09-15 04:20:00+00:00,487.35,TARGET,243.95000000000005,-4.7999999999999545,-55.44999999999993,5.0,9,45,True,True,False,1,0.04108172213604199,35.799999999999955,0.0,0.0,26.449999999999932,strong_green,True,False,5.0
2026-09-16,2026-09-16 08:05:00+00:00,EKALAYAVA,693.25,672.85,656.05,699.0,strong_red,NSE-NIFTY-29Sep26-23950-PE,2026-09-29,23950.0,PE,2,2026-09-16 08:05:00+00:00,2026-09-16 08:05:00+00:00,672.85,2026-09-16 08:15:00+00:00,672.85,TARGET,12.600000000000023,0.4500000000000455,-20.399999999999977,10.0,13,35,False,False,True,2,0.032056392624194345,-3.2999999999999545,0.0,0.0,8.75,strong_red,True,False,10.0
2026-09-18,2026-09-18 05:00:00+00:00,EKALAYAVA,628.2,599.95,593.25,625.2,unknown,NSE-NIFTY-29Sep26-23950-PE,2026-09-29,23950.0,PE,2,2026-09-18 05:00:00+00:00,2026-09-18 05:00:00+00:00,599.95,2026-09-18 05:55:00+00:00,599.95,TARGET,14.949999999999932,-72.85000000000002,-28.25,55.0,10,30,False,False,True,4,0.020384264883001574,12.5,0.0,0.0,0.0,unknown,True,False,55.0
2026-09-21,2026-09-21 04:35:00+00:00,EKALAYAVA,567.3,566.3,564.45,567.05,lower_rejection,NSE-NIFTY-29Sep26-23950-PE,2026-09-29,23950.0,PE,2,2026-09-21 04:35:00+00:00,2026-09-21 04:35:00+00:00,566.3,2026-09-21 04:50:00+00:00,566.3,TARGET,7.400000000000091,-77.24999999999994,-1.0,15.0,10,5,False,False,True,0,0.01787034358562099,13.049999999999955,2.1499999999999773,0.0,3.2999999999999545,lower_rejection,True,False,15.0
2026-09-22,2026-09-22 05:00:00+00:00,EKALAYAVA,520.0,512.75,498.5,519.9,strong_green,NSE-NIFTY-29Sep26-23950-PE,2026-09-29,23950.0,PE,2,2026-09-22 05:00:00+00:00,2026-09-22 05:00:00+00:00,512.75,2026-09-22 05:05:00+00:00,512.75,TARGET,143.0,10.0,-7.25,5.0,10,30,False,False,True,1,0.01803223635739118,16.149999999999977,0.0,0.0,11.649999999999977,strong_green,True,False,5.0
2026-08-24,2026-08-24 04:30:00+00:00,EKALAYAVA,154.55,150.1,145.2,151.3,strong_green,NSE-NIFTY-29Sep26-24050-PE,2026-09-29,24050.0,PE,3,2026-08-24 04:30:00+00:00,2026-08-24 04:30:00+00:00,150.1,2026-08-24 04:35:00+00:00,150.1,TARGET,47.89999999999998,-4.550000000000011,-4.450000000000017,5.0,10,0,False,False,True,0,,3.3500000000000227,0.0,0.0,1.3000000000000114,strong_green,True,False,5.0
2026-08-26,2026-08-26 05:50:00+00:00,EKALAYAVA,121.1,118.75,111.2,118.8,strong_red,NSE-NIFTY-29Sep26-24050-PE,2026-09-29,24050.0,PE,3,2026-08-26 05:50:00+00:00,2026-08-26 05:50:00+00:00,118.75,2026-08-26 05:55:00+00:00,118.75,TARGET,17.200000000000017,-4.0,-2.3499999999999943,5.0,11,20,False,False,True,2,0.027940136257315902,6.699999999999989,0.0,0.0,1.6000000000000085,strong_red,True,False,5.0
2026-08-27,2026-08-27 04:25:00+00:00,EKALAYAVA,154.15,143.05,130.75,153.5,strong_green,NSE-NIFTY-29Sep26-24050-PE,2026-09-29,24050.0,PE,3,2026-08-27 04:25:00+00:00,2026-08-27 04:25:00+00:00,143.05,2026-08-27 04:30:00+00:00,143.05,TARGET,34.69999999999999,-4.400000000000006,-11.099999999999994,5.0,9,55,True,True,False,3,0.028464026167940283,5.450000000000017,0.0,0.799999999999983,4.899999999999977,strong_green,True,False,5.0
2026-08-31,2026-08-31 04:10:00+00:00,EKALAYAVA,217.95,212.25,188.0,216.95,normal,NSE-NIFTY-29Sep26-24050-PE,2026-09-29,24050.0,PE,3,2026-08-31 04:10:00+00:00,2026-08-31 04:10:00+00:00,212.25,2026-08-31 04:15:00+00:00,212.25,TARGET,5.550000000000011,-57.14999999999998,-5.699999999999989,5.0,9,40,True,True,False,0,0.11559841918186567,6.849999999999994,2.8500000000000227,1.450000000000017,10.950000000000017,normal,True,False,5.0
2026-09-01,2026-09-01 04:15:00+00:00,EKALAYAVA,210.65,210.25,198.8,211.5,upper_rejection,NSE-NIFTY-29Sep26-24050-PE,2026-09-29,24050.0,PE,3,2026-09-01 04:15:00+00:00,2026-09-01 04:15:00+00:00,210.25,2026-09-01 04:20:00+00:00,210.25,TARGET,52.95000000000002,-53.650000000000006,-0.4000000000000057,5.0,9,45,True,True,False,1,0.055903740339784964,0.8000000000000114,0.9000000000000057,4.400000000000006,5.400000000000006,upper_rejection,True,False,5.0
2026-09-03,2026-09-03 09:30:00+00:00,EKALAYAVA,271.25,271.1,213.1,263.25,lower_rejection,NSE-NIFTY-29Sep26-24050-PE,2026-09-29,24050.0,PE,3,2026-09-03 09:30:00+00:00,2026-09-03 09:30:00+00:00,271.1,2026-09-03 09:35:00+00:00,271.1,TARGET,30.25,-7.399999999999977,-0.14999999999997726,5.0,15,0,False,False,True,3,0.013383595490803328,3.0500000000000114,2.6499999999999773,0.8500000000000227,3.5,lower_rejection,True,False,5.0
2026-09-07,2026-09-07 04:40:00+00:00,EKALAYAVA,306.9,299.95,263.4,305.3,strong_green,NSE-NIFTY-29Sep26-24050-PE,2026-09-29,24050.0,PE,3,2026-09-07 04:40:00+00:00,2026-09-07 04:40:00+00:00,299.95,2026-09-07 04:45:00+00:00,299.95,TARGET,33.25,-6.199999999999989,-6.949999999999989,5.0,10,10,False,False,True,0,0.01742542524096146,8.299999999999955,0.05000000000001137,0.35000000000002274,4.75,strong_green,True,False,5.0
2026-09-08,2026-09-08 04:25:00+00:00,EKALAYAVA,391.75,385.75,327.55,391.0,strong_green,NSE-NIFTY-29Sep26-24050-PE,2026-09-29,24050.0,PE,3,2026-09-08 04:25:00+00:00,2026-09-08 04:25:00+00:00,385.75,2026-09-08 04:30:00+00:00,385.75,TARGET,28.30000000000001,-36.64999999999998,-6.0,5.0,9,55,True,True,False,1,0.04467430674400809,11.699999999999989,0.0,0.0,8.75,strong_green,True,False,5.0
2026-09-09,2026-09-09 04:25:00+00:00,EKALAYAVA,521.9,521.8,506.8,521.8,lower_rejection,NSE-NIFTY-29Sep26-24050-PE,2026-09-29,24050.0,PE,3,2026-09-09 04:25:00+00:00,2026-09-09 04:25:00+00:00,521.8,2026-09-09 04:30:00+00:00,521.8,TARGET,50.0,-63.799999999999955,-0.10000000000002274,5.0,9,55,True,True,False,2,0.08838839217667785,8.799999999999955,4.4500000000000455,0.05000000000006821,7.9500000000000455,lower_rejection,True,False,5.0
2026-09-10,2026-09-10 08:15:00+00:00,EKALAYAVA,585.35,572.2,550.0,579.1,unknown,NSE-NIFTY-29Sep26-24050-PE,2026-09-29,24050.0,PE,3,2026-09-10 08:15:00+00:00,2026-09-10 08:15:00+00:00,572.2,2026-09-10 08:35:00+00:00,572.2,TARGET,46.85000000000002,3.75,-13.149999999999977,20.0,13,45,False,False,True,3,0.015783958494571957,11.450000000000045,0.0,0.0,0.0,unknown,True,False,20.0
2026-09-15,2026-09-15 05:15:00+00:00,EKALAYAVA,703.5,569.05,564.9,683.05,unknown,NSE-NIFTY-29Sep26-24050-PE,2026-09-29,24050.0,PE,3,2026-09-15 05:15:00+00:00,2026-09-15 05:15:00+00:00,569.05,2026-09-15 05:20:00+00:00,569.05,TARGET,195.10000000000002,-3.5,-134.45000000000005,5.0,10,45,False,False,True,1,0.027476806414030705,21.5,0.0,0.0,0.0,unknown,True,False,5.0
