timestamp,open,high,low,close,volume,oi,underlying,expiry,strike,option_type,itm_rank
2026-08-24 03:45:00+00:00,335.0,335.0,329.1,329.1,7670.0,82100.0,NIFTY,2026-12-29,25500.0,CE,
2026-08-24 03:50:00+00:00,330.7,330.9,328.75,330.2,7605.0,109673.0,NIFTY,2026-12-29,25500.0,CE,
2026-08-24 03:55:00+00:00,329.8,330.4,326.4,326.4,1170.0,54884.0,NIFTY,2026-12-29,25500.0,CE,
2026-08-24 04:00:00+00:00,326.0,326.0,322.6,323.4,1365.0,27421.0,NIFTY,2026-12-29,25500.0,CE,
2026-08-24 04:05:00+00:00,323.05,323.4,320.6,321.7,1755.0,45686.0,NIFTY,2026-12-29,25500.0,CE,
2026-08-24 04:10:00+00:00,322.2,322.5,320.45,321.0,390.0,27420.0,NIFTY,2026-12-29,25500.0,CE,
2026-08-24 04:15:00+00:00,321.1,322.5,320.7,320.7,2145.0,45755.0,NIFTY,2026-12-29,25500.0,CE,
2026-08-24 04:20:00+00:00,322.45,322.5,320.1,320.1,650.0,27464.0,NIFTY,2026-12-29,25500.0,CE,
2026-08-24 04:25:00+00:00,320.1,321.0,320.0,320.0,1300.0,45787.0,NIFTY,2026-12-29,25500.0,CE,
2026-08-24 04:30:00+00:00,320.05,320.6,320.0,320.6,455.0,36641.0,NIFTY,2026-12-29,25500.0,CE,
2026-08-24 04:35:00+00:00,321.0,321.5,319.5,320.0,2470.0,36662.0,NIFTY,2026-12-29,25500.0,CE,
2026-08-24 04:40:00+00:00,320.05,320.05,319.0,319.75,1170.0,18361.0,NIFTY,2026-12-29,25500.0,CE,
2026-08-24 04:45:00+00:00,319.55,321.5,319.55,321.5,1560.0,36741.0,NIFTY,2026-12-29,25500.0,CE,
2026-08-24 04:50:00+00:00,321.15,322.75,318.0,319.7,13650.0,36868.0,NIFTY,2026-12-29,25500.0,CE,
2026-08-24 04:55:00+00:00,319.95,320.0,317.1,318.0,3575.0,37165.0,NIFTY,2026-12-29,25500.0,CE,
2026-08-24 05:00:00+00:00,318.35,320.25,318.35,320.25,3835.0,27923.0,NIFTY,2026-12-29,25500.0,CE,
